lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,1.186445e-01,1.090669e-02,0.000000e+00,0.000000e+00,2.985967e-04
0.15,1.307834e-01,1.912862e-02,3.106413e-01,2.239375e-03,-1.732482e-02
0.22499999999999998,1.365163e-01,2.823376e-02,4.771447e-01,4.016576e-03,-1.645483e-02
0.3,1.326085e-01,3.671615e-02,6.079170e-01,5.718667e-03,-3.331587e-02
0.375,1.635210e-01,4.537560e-02,8.013593e-01,7.198949e-03,-2.892252e-02
0.44999999999999996,1.706668e-01,5.390168e-02,1.025419e+00,8.528370e-03,-2.861095e-02
0.525,1.939388e-01,6.086076e-02,1.237516e+00,9.794000e-03,-2.069921e-02
0.6,2.006522e-01,6.672138e-02,1.436931e+00,1.130381e-02,1.307233e-03
0.6749999999999999,2.088719e-01,7.149430e-02,1.627838e+00,1.255393e-02,1.031535e-03
0.75,1.958377e-01,7.744769e-02,1.872965e+00,1.389625e-02,-1.252712e-02
0.825,2.304948e-01,8.278686e-02,2.056289e+00,1.492831e-02,8.085475e-03
0.8999999999999999,2.486578e-01,8.839646e-02,2.249875e+00,1.604383e-02,7.718005e-03
0.975,2.608719e-01,9.460109e-02,2.400563e+00,1.721192e-02,4.746747e-03
1.05,2.523501e-01,1.013723e-01,2.573202e+00,1.844255e-02,1.538004e-02
1.125,2.808568e-01,1.087950e-01,2.777478e+00,1.957483e-02,1.680694e-02
1.2,2.930151e-01,1.148915e-01,2.955974e+00,2.086548e-02,2.006844e-02
1.275,3.068347e-01,1.202398e-01,3.117973e+00,2.204596e-02,3.850786e-02
1.3499999999999999,3.295642e-01,1.249727e-01,3.307951e+00,2.366998e-02,5.039009e-02
1.425,3.326634e-01,1.310807e-01,3.503712e+00,2.499282e-02,8.229713e-02
1.5,3.325469e-01,1.363719e-01,3.693223e+00,2.632011e-02,1.123857e-01
1.575,3.606361e-01,1.426676e-01,3.882530e+00,2.797473e-02,1.194206e-01
1.65,3.989577e-01,1.472672e-01,4.076436e+00,2.973118e-02,1.298921e-01
1.7249999999999999,4.027482e-01,1.522361e-01,4.286623e+00,3.112309e-02,1.354498e-01
1.7999999999999998,4.165112e-01,1.563931e-01,4.540022e+00,3.236480e-02,1.296989e-01
1.875,4.354962e-01,1.620675e-01,4.780756e+00,3.355204e-02,1.523206e-01
1.95,4.608421e-01,1.686064e-01,5.003539e+00,3.488177e-02,1.675170e-01
2.025,4.717068e-01,1.753928e-01,5.201577e+00,3.611974e-02,1.860279e-01
2.1,4.845066e-01,1.819082e-01,5.424522e+00,3.755010e-02,2.073985e-01
2.175,5.033255e-01,1.889826e-01,5.622688e+00,3.899842e-02,2.118984e-01
2.25,5.084969e-01,1.959494e-01,5.812495e+00,4.049196e-02,2.427876e-01
2.3249999999999997,5.177205e-01,2.030766e-01,6.014787e+00,4.177742e-02,2.552537e-01
2.4,5.626356e-01,2.110403e-01,6.167938e+00,4.334526e-02,2.760225e-01
2.475,5.555596e-01,2.180534e-01,6.382480e+00,4.478001e-02,3.154472e-01
2.55,5.636478e-01,2.259344e-01,6.538251e+00,4.622828e-02,3.354079e-01
2.625,5.938325e-01,2.331788e-01,6.687790e+00,4.760337e-02,3.682051e-01
2.6999999999999997,6.199091e-01,2.405673e-01,6.894065e+00,4.882184e-02,3.994813e-01
2.775,6.306174e-01,2.482800e-01,7.085848e+00,5.025375e-02,4.191135e-01
2.85,6.557655e-01,2.561995e-01,7.287423e+00,5.180301e-02,4.414344e-01
2.925,6.588362e-01,2.650585e-01,7.492297e+00,5.315371e-02,4.774781e-01
3.0,6.732462e-01,2.723992e-01,7.660537e+00,5.476913e-02,4.901149e-01
3.0749999999999997,6.811592e-01,2.790437e-01,7.904169e+00,5.642882e-02,5.110381e-01
3.15,7.081686e-01,2.853774e-01,8.057820e+00,5.801574e-02,5.294701e-01
3.225,7.259749e-01,2.918543e-01,8.231967e+00,5.954135e-02,5.410538e-01
3.3,7.151078e-01,2.975749e-01,8.462750e+00,6.096335e-02,5.563008e-01
3.375,7.449558e-01,3.021882e-01,8.657449e+00,6.253401e-02,5.895193e-01
3.4499999999999997,7.732182e-01,3.075730e-01,8.844691e+00,6.407980e-02,5.779324e-01
3.525,7.729361e-01,3.121788e-01,9.043683e+00,6.560495e-02,6.058665e-01
3.5999999999999996,7.790802e-01,3.168618e-01,9.223715e+00,6.705879e-02,6.339352e-01
3.675,8.018554e-01,3.214132e-01,9.430037e+00,6.868716e-02,6.633319e-01
3.75,8.154982e-01,3.268351e-01,9.662684e+00,7.012289e-02,6.818803e-01
