lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,4.434368e-02,1.001869e-02,0.000000e+00,0.000000e+00,4.167848e-03
0.15,6.470204e-02,1.988639e-02,3.175691e-01,2.385829e-03,-1.422844e-03
0.22499999999999998,8.819112e-02,2.883291e-02,5.097536e-01,4.494044e-03,-1.205223e-03
0.3,1.134972e-01,3.866698e-02,5.970196e-01,6.599516e-03,1.049040e-02
0.375,1.340138e-01,4.979434e-02,7.063730e-01,9.119007e-03,2.272206e-02
0.44999999999999996,1.549676e-01,5.971808e-02,8.759292e-01,1.165668e-02,2.591278e-02
0.525,1.760314e-01,7.014334e-02,1.001196e+00,1.380018e-02,2.022673e-02
0.6,1.940001e-01,8.066846e-02,1.085154e+00,1.624552e-02,2.100938e-02
0.6749999999999999,2.041147e-01,9.189410e-02,1.247389e+00,1.854259e-02,3.078037e-02
0.75,2.170681e-01,1.031024e-01,1.442307e+00,2.077864e-02,2.862545e-02
0.825,2.238030e-01,1.143562e-01,1.607174e+00,2.313968e-02,2.689276e-02
0.8999999999999999,2.290427e-01,1.250501e-01,1.769641e+00,2.542311e-02,1.959046e-02
0.975,2.383061e-01,1.356018e-01,1.986944e+00,2.764748e-02,1.283993e-02
1.05,2.479581e-01,1.462478e-01,2.173979e+00,3.010017e-02,-1.727012e-03
1.125,2.539355e-01,1.585806e-01,2.357427e+00,3.262296e-02,-8.267610e-03
1.2,2.679303e-01,1.705229e-01,2.555116e+00,3.490296e-02,-1.060324e-02
1.275,2.732539e-01,1.822339e-01,2.763385e+00,3.732542e-02,-3.288865e-02
1.3499999999999999,2.820608e-01,1.940918e-01,2.999403e+00,3.970140e-02,-4.620022e-02
1.425,2.891728e-01,2.071872e-01,3.273116e+00,4.196621e-02,-7.177683e-02
1.5,2.936543e-01,2.194337e-01,3.542607e+00,4.416813e-02,-8.715584e-02
1.575,2.983758e-01,2.309879e-01,3.704493e+00,4.653078e-02,-1.004471e-01
1.65,3.015032e-01,2.427432e-01,3.909718e+00,4.882954e-02,-1.223458e-01
1.7249999999999999,3.081640e-01,2.540468e-01,4.146354e+00,5.142627e-02,-1.366350e-01
1.7999999999999998,3.115380e-01,2.656730e-01,4.417791e+00,5.373547e-02,-1.567030e-01
1.875,3.240837e-01,2.763964e-01,4.653260e+00,5.605705e-02,-1.734007e-01
1.95,3.284130e-01,2.862517e-01,4.922874e+00,5.849934e-02,-1.847929e-01
2.025,3.287429e-01,2.957065e-01,5.162783e+00,6.054628e-02,-1.972496e-01
2.1,3.342004e-01,3.044608e-01,5.371487e+00,6.248954e-02,-2.101474e-01
2.175,3.435908e-01,3.136669e-01,5.596661e+00,6.479530e-02,-2.294819e-01
2.25,3.465800e-01,3.232697e-01,5.799926e+00,6.720211e-02,-2.403287e-01
2.3249999999999997,3.523607e-01,3.332462e-01,6.040012e+00,6.973611e-02,-2.741043e-01
2.4,3.657064e-01,3.441261e-01,6.260658e+00,7.241546e-02,-3.011921e-01
2.475,3.752777e-01,3.544090e-01,6.507469e+00,7.461946e-02,-3.222478e-01
2.55,3.787254e-01,3.653100e-01,6.738420e+00,7.716249e-02,-3.707171e-01
2.625,3.921571e-01,3.764478e-01,6.956298e+00,7.975677e-02,-4.114281e-01
2.6999999999999997,4.010657e-01,3.878060e-01,7.168507e+00,8.222286e-02,-4.443571e-01
2.775,4.166522e-01,3.980843e-01,7.438981e+00,8.467940e-02,-4.735864e-01
2.85,4.333380e-01,4.095236e-01,7.627352e+00,8.709102e-02,-4.968503e-01
2.925,4.486763e-01,4.226876e-01,7.875765e+00,8.910037e-02,-5.396887e-01
3.0,4.621954e-01,4.364427e-01,8.184931e+00,9.108003e-02,-5.707076e-01
3.0749999999999997,4.873828e-01,4.508839e-01,8.510544e+00,9.353601e-02,-6.167376e-01
3.15,5.042455e-01,4.663297e-01,8.793083e+00,9.611198e-02,-6.554956e-01
3.225,5.256318e-01,4.826327e-01,9.128422e+00,9.858531e-02,-6.856421e-01
3.3,5.550335e-01,5.012240e-01,9.472051e+00,1.005348e-01,-7.167584e-01
3.375,5.832269e-01,5.213492e-01,9.733950e+00,1.020858e-01,-7.581895e-01
3.4499999999999997,6.081694e-01,5.412908e-01,1.001765e+01,1.034832e-01,-8.035481e-01
3.525,6.364008e-01,5.630651e-01,1.034110e+01,1.052520e-01,-8.454617e-01
3.5999999999999996,6.606697e-01,5.866853e-01,1.067892e+01,1.066510e-01,-8.928377e-01
3.675,6.823279e-01,6.085842e-01,1.099379e+01,1.082939e-01,-9.459394e-01
3.75,7.013512e-01,6.303071e-01,1.129678e+01,1.100330e-01,-9.855297e-01
