lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,2.736231e-02,6.269692e-03,0.000000e+00,0.000000e+00,1.732839e-03
0.15,4.155045e-02,1.238975e-02,3.702126e-01,1.421572e-03,6.632366e-03
0.22499999999999998,5.128412e-02,1.846732e-02,5.332210e-01,2.573358e-03,1.123940e-02
0.3,6.261152e-02,2.529832e-02,6.917407e-01,3.848692e-03,1.934191e-02
0.375,7.178777e-02,3.175955e-02,8.467304e-01,5.158530e-03,1.912830e-02
0.44999999999999996,7.497048e-02,3.811000e-02,9.511424e-01,6.568353e-03,2.190757e-02
0.525,8.132615e-02,4.516071e-02,1.094991e+00,7.809851e-03,1.802152e-02
0.6,8.703574e-02,5.284718e-02,1.230100e+00,9.180038e-03,2.045497e-02
0.6749999999999999,9.670031e-02,6.099420e-02,1.376385e+00,1.030153e-02,3.527506e-02
0.75,1.056174e-01,6.998085e-02,1.502393e+00,1.137438e-02,3.621182e-02
0.825,1.122554e-01,7.915209e-02,1.699571e+00,1.228566e-02,4.596612e-02
0.8999999999999999,1.179368e-01,8.771429e-02,1.861830e+00,1.332017e-02,6.398677e-02
0.975,1.219943e-01,9.644711e-02,2.087072e+00,1.428276e-02,7.212163e-02
1.05,1.283989e-01,1.047931e-01,2.261477e+00,1.515110e-02,6.501124e-02
1.125,1.295059e-01,1.126076e-01,2.438155e+00,1.612622e-02,8.342712e-02
1.2,1.342431e-01,1.203125e-01,2.557305e+00,1.689200e-02,8.522332e-02
1.275,1.357390e-01,1.278926e-01,2.739803e+00,1.787315e-02,8.415997e-02
1.3499999999999999,1.420739e-01,1.349312e-01,2.914217e+00,1.882948e-02,1.085659e-01
1.425,1.477887e-01,1.418357e-01,3.086262e+00,1.998353e-02,1.127640e-01
1.5,1.560644e-01,1.482019e-01,3.221048e+00,2.113489e-02,1.266593e-01
1.575,1.603461e-01,1.547539e-01,3.391924e+00,2.239345e-02,1.420905e-01
1.65,1.667223e-01,1.605874e-01,3.512569e+00,2.373438e-02,1.555160e-01
1.7249999999999999,1.682170e-01,1.661488e-01,3.640727e+00,2.507694e-02,1.698644e-01
1.7999999999999998,1.709674e-01,1.702021e-01,3.809691e+00,2.643955e-02,1.925058e-01
1.875,1.727237e-01,1.739073e-01,3.939660e+00,2.786598e-02,2.090511e-01
1.95,1.817420e-01,1.766879e-01,4.144274e+00,2.917826e-02,2.208399e-01
2.025,1.891347e-01,1.791002e-01,4.318686e+00,3.038719e-02,2.450589e-01
2.1,1.950439e-01,1.805535e-01,4.511287e+00,3.141069e-02,2.663423e-01
2.175,2.037214e-01,1.818798e-01,4.628349e+00,3.248586e-02,2.805774e-01
2.25,2.092074e-01,1.828847e-01,4.788525e+00,3.356581e-02,3.031816e-01
2.3249999999999997,2.176241e-01,1.845988e-01,4.963824e+00,3.458768e-02,3.175690e-01
2.4,2.224928e-01,1.854838e-01,5.057881e+00,3.563733e-02,3.375173e-01
2.475,2.258289e-01,1.864857e-01,5.209040e+00,3.688516e-02,3.469449e-01
2.55,2.348039e-01,1.872033e-01,5.297903e+00,3.816715e-02,3.666182e-01
2.625,2.430325e-01,1.884446e-01,5.347437e+00,3.959154e-02,3.913413e-01
2.6999999999999997,2.497778e-01,1.896145e-01,5.443613e+00,4.082130e-02,4.088966e-01
2.775,2.576204e-01,1.915207e-01,5.467832e+00,4.214176e-02,4.294770e-01
2.85,2.661519e-01,1.936872e-01,5.605669e+00,4.372845e-02,4.282533e-01
2.925,2.745267e-01,1.952592e-01,5.711198e+00,4.523151e-02,4.387718e-01
3.0,2.776041e-01,1.972437e-01,5.809243e+00,4.682804e-02,4.502398e-01
3.0749999999999997,2.817829e-01,1.999296e-01,5.955812e+00,4.854685e-02,4.445708e-01
3.15,2.851720e-01,2.034167e-01,6.035066e+00,5.015889e-02,4.407111e-01
3.225,2.897277e-01,2.071757e-01,6.116741e+00,5.171824e-02,4.548677e-01
3.3,2.962028e-01,2.109422e-01,6.154234e+00,5.332328e-02,4.518431e-01
3.375,3.025653e-01,2.150181e-01,6.259144e+00,5.466653e-02,4.733326e-01
3.4499999999999997,3.084604e-01,2.199188e-01,6.350285e+00,5.612146e-02,4.981138e-01
3.525,3.185744e-01,2.258107e-01,6.475523e+00,5.763043e-02,5.086382e-01
3.5999999999999996,3.238627e-01,2.323587e-01,6.607363e+00,5.898382e-02,5.264085e-01
3.675,3.264723e-01,2.391774e-01,6.749315e+00,6.040489e-02,5.366554e-01
3.75,3.316981e-01,2.461620e-01,6.872864e+00,6.197628e-02,5.441231e-01
