lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,5.061566e-02,1.973005e-02,0.000000e+00,0.000000e+00,-2.022823e-03
0.15,9.408194e-02,3.997394e-02,2.470566e-01,6.066631e-03,1.231413e-02
0.22499999999999998,1.410060e-01,6.162953e-02,3.691666e-01,1.218065e-02,2.562185e-02
0.3,1.894243e-01,8.597257e-02,4.792693e-01,1.818698e-02,3.219698e-02
0.375,2.324265e-01,1.092106e-01,6.084397e-01,2.396231e-02,4.075765e-02
0.44999999999999996,2.821068e-01,1.339156e-01,7.035672e-01,3.016643e-02,3.638166e-02
0.525,3.274464e-01,1.591178e-01,8.367376e-01,3.693238e-02,4.659260e-02
0.6,3.727649e-01,1.859890e-01,9.588326e-01,4.536148e-02,6.643856e-02
0.6749999999999999,4.176907e-01,2.183921e-01,1.037806e+00,5.450507e-02,7.969145e-02
0.75,4.569271e-01,2.491428e-01,1.139226e+00,6.310685e-02,1.027171e-01
0.825,4.888645e-01,2.789016e-01,1.265991e+00,7.212508e-02,1.145512e-01
0.8999999999999999,5.233592e-01,3.063700e-01,1.359167e+00,8.206783e-02,1.249352e-01
0.975,5.644780e-01,3.315217e-01,1.470576e+00,9.201295e-02,1.504760e-01
1.05,6.103932e-01,3.558150e-01,1.542011e+00,1.024877e-01,1.637255e-01
1.125,6.523234e-01,3.780871e-01,1.622587e+00,1.121582e-01,1.754388e-01
1.2,6.879664e-01,4.024280e-01,1.749886e+00,1.217478e-01,1.983166e-01
1.275,7.327052e-01,4.273121e-01,1.869587e+00,1.317281e-01,2.230557e-01
1.3499999999999999,7.748808e-01,4.499865e-01,1.949193e+00,1.412807e-01,2.362410e-01
1.425,8.236346e-01,4.728338e-01,2.088831e+00,1.502678e-01,2.385787e-01
1.5,8.670800e-01,4.919288e-01,2.144610e+00,1.590295e-01,2.385150e-01
1.575,9.136528e-01,5.102297e-01,2.213713e+00,1.675926e-01,2.364208e-01
1.65,9.537772e-01,5.270106e-01,2.276326e+00,1.758439e-01,2.236680e-01
1.7249999999999999,9.897073e-01,5.458373e-01,2.363556e+00,1.840332e-01,2.027311e-01
1.7999999999999998,1.031554e+00,5.660524e-01,2.435886e+00,1.920871e-01,1.936244e-01
1.875,1.081746e+00,5.843234e-01,2.523522e+00,1.985358e-01,1.915190e-01
1.95,1.128218e+00,6.009381e-01,2.631164e+00,2.043043e-01,1.938718e-01
2.025,1.168525e+00,6.172940e-01,2.716631e+00,2.092118e-01,1.920282e-01
2.1,1.202431e+00,6.305502e-01,2.801540e+00,2.137961e-01,1.802331e-01
2.175,1.240354e+00,6.433461e-01,2.861464e+00,2.183933e-01,1.796320e-01
2.25,1.279705e+00,6.584495e-01,2.908829e+00,2.228568e-01,1.792139e-01
2.3249999999999997,1.321468e+00,6.728970e-01,2.964240e+00,2.272023e-01,1.818134e-01
2.4,1.358671e+00,6.873857e-01,3.018499e+00,2.311741e-01,1.807475e-01
2.475,1.391899e+00,6.997422e-01,3.111542e+00,2.351651e-01,1.744543e-01
2.55,1.432531e+00,7.112969e-01,3.224207e+00,2.402395e-01,1.703036e-01
2.625,1.475426e+00,7.200292e-01,3.302838e+00,2.458019e-01,1.860891e-01
2.6999999999999997,1.528843e+00,7.268372e-01,3.418311e+00,2.519365e-01,1.973318e-01
2.775,1.582927e+00,7.345967e-01,3.508413e+00,2.567634e-01,2.151673e-01
2.85,1.631577e+00,7.423264e-01,3.636335e+00,2.608496e-01,2.419499e-01
2.925,1.676748e+00,7.517823e-01,3.786455e+00,2.662249e-01,2.634215e-01
3.0,1.720184e+00,7.612188e-01,3.908010e+00,2.718805e-01,2.862922e-01
3.0749999999999997,1.771348e+00,7.709470e-01,4.037399e+00,2.783989e-01,3.043388e-01
3.15,1.829083e+00,7.821187e-01,4.156890e+00,2.845310e-01,3.096084e-01
3.225,1.875657e+00,7.899774e-01,4.233961e+00,2.910470e-01,3.185213e-01
3.3,1.924849e+00,7.983510e-01,4.294360e+00,2.970958e-01,3.134929e-01
3.375,1.968839e+00,8.096900e-01,4.352366e+00,3.034810e-01,2.799895e-01
3.4499999999999997,2.016001e+00,8.214607e-01,4.374233e+00,3.100282e-01,2.696000e-01
3.525,2.068424e+00,8.339158e-01,4.436298e+00,3.164879e-01,2.707619e-01
3.5999999999999996,2.118907e+00,8.431135e-01,4.458294e+00,3.230679e-01,2.729104e-01
3.675,2.175980e+00,8.530984e-01,4.468969e+00,3.294364e-01,2.854268e-01
3.75,2.240191e+00,8.663492e-01,4.484145e+00,3.358981e-01,2.811337e-01
