lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,6.775206e-02,2.038485e-02,0.000000e+00,0.000000e+00,-9.454492e-05
0.15,1.036378e-01,4.149052e-02,2.880934e-01,6.278250e-03,-4.156277e-03
0.22499999999999998,1.343440e-01,6.382420e-02,4.755074e-01,1.341540e-02,-4.379894e-03
0.3,1.776050e-01,8.745315e-02,6.002248e-01,2.032590e-02,-1.174474e-03
0.375,2.164843e-01,1.119475e-01,7.739472e-01,2.702791e-02,7.052932e-03
0.44999999999999996,2.490793e-01,1.357261e-01,9.331613e-01,3.396664e-02,1.815840e-02
0.525,2.798211e-01,1.612858e-01,1.175703e+00,4.042062e-02,2.483927e-02
0.6,3.093803e-01,1.862909e-01,1.382402e+00,4.702342e-02,3.181603e-02
0.6749999999999999,3.275481e-01,2.118153e-01,1.568767e+00,5.363279e-02,4.809298e-02
0.75,3.479016e-01,2.375287e-01,1.814313e+00,6.085496e-02,7.083149e-02
0.825,3.828109e-01,2.643077e-01,2.071995e+00,6.816295e-02,9.216164e-02
0.8999999999999999,4.123525e-01,2.900769e-01,2.298278e+00,7.492153e-02,1.157521e-01
0.975,4.390997e-01,3.141368e-01,2.560434e+00,8.205720e-02,1.387675e-01
1.05,4.683033e-01,3.407028e-01,2.826218e+00,8.964417e-02,1.722089e-01
1.125,4.868791e-01,3.672705e-01,3.106091e+00,9.693508e-02,1.922315e-01
1.2,5.067464e-01,3.926900e-01,3.434738e+00,1.045085e-01,2.279228e-01
1.275,5.235756e-01,4.194496e-01,3.698892e+00,1.125064e-01,2.568216e-01
1.3499999999999999,5.413171e-01,4.479270e-01,4.029032e+00,1.208447e-01,2.865617e-01
1.425,5.732529e-01,4.756255e-01,4.375760e+00,1.290917e-01,3.211921e-01
1.5,5.919409e-01,5.021291e-01,4.728269e+00,1.374682e-01,3.638242e-01
1.575,6.102911e-01,5.261709e-01,5.090753e+00,1.459755e-01,4.127767e-01
1.65,6.388118e-01,5.463747e-01,5.433439e+00,1.548623e-01,4.490935e-01
1.7249999999999999,6.604224e-01,5.660565e-01,5.756708e+00,1.638752e-01,4.816628e-01
1.7999999999999998,6.860321e-01,5.874375e-01,6.088179e+00,1.730087e-01,5.126037e-01
1.875,7.022457e-01,6.079501e-01,6.354318e+00,1.807852e-01,5.439957e-01
1.95,7.151603e-01,6.263686e-01,6.647862e+00,1.894155e-01,5.987959e-01
2.025,7.299033e-01,6.453816e-01,7.008592e+00,1.985167e-01,6.414361e-01
2.1,7.470585e-01,6.637333e-01,7.261557e+00,2.073076e-01,6.996252e-01
2.175,7.691229e-01,6.833622e-01,7.551018e+00,2.150187e-01,7.275745e-01
2.25,7.892150e-01,7.027636e-01,7.852824e+00,2.230138e-01,7.518664e-01
2.3249999999999997,8.129084e-01,7.240576e-01,8.197747e+00,2.321042e-01,7.902800e-01
2.4,8.394761e-01,7.489150e-01,8.573513e+00,2.403473e-01,8.281530e-01
2.475,8.664813e-01,7.718711e-01,8.862817e+00,2.481379e-01,8.563314e-01
2.55,8.894485e-01,7.930835e-01,9.203233e+00,2.564883e-01,8.806666e-01
2.625,9.170149e-01,8.153050e-01,9.551820e+00,2.654601e-01,9.305032e-01
2.6999999999999997,9.407941e-01,8.374267e-01,9.895577e+00,2.744219e-01,9.776533e-01
2.775,9.711580e-01,8.593844e-01,1.023531e+01,2.837729e-01,1.038823e+00
2.85,1.006399e+00,8.860340e-01,1.059435e+01,2.936395e-01,1.093521e+00
2.925,1.044411e+00,9.130650e-01,1.100408e+01,3.036953e-01,1.136228e+00
3.0,1.072385e+00,9.379592e-01,1.143865e+01,3.133964e-01,1.205705e+00
3.0749999999999997,1.109727e+00,9.618917e-01,1.179656e+01,3.226816e-01,1.267738e+00
3.15,1.140548e+00,9.875009e-01,1.217784e+01,3.326770e-01,1.345194e+00
3.225,1.165801e+00,1.013855e+00,1.261179e+01,3.426176e-01,1.410894e+00
3.3,1.184553e+00,1.038867e+00,1.304050e+01,3.516692e-01,1.482208e+00
3.375,1.211196e+00,1.065730e+00,1.348250e+01,3.598502e-01,1.553582e+00
3.4499999999999997,1.226523e+00,1.094731e+00,1.388161e+01,3.682067e-01,1.627989e+00
3.525,1.241971e+00,1.123647e+00,1.430657e+01,3.764472e-01,1.705591e+00
3.5999999999999996,1.257139e+00,1.149129e+00,1.477839e+01,3.854199e-01,1.790940e+00
3.675,1.274787e+00,1.171788e+00,1.520764e+01,3.940425e-01,1.874174e+00
3.75,1.301360e+00,1.193315e+00,1.560599e+01,4.015185e-01,1.974607e+00
