lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,2.790414e-02,5.588045e-03,0.000000e+00,0.000000e+00,5.338247e-03
0.15,4.286121e-02,1.065745e-02,1.904856e-01,1.671466e-03,1.124034e-02
0.22499999999999998,5.517177e-02,1.547282e-02,2.961028e-01,3.141056e-03,1.049700e-02
0.3,7.316675e-02,2.037246e-02,3.633318e-01,4.461391e-03,1.165689e-02
0.375,8.470349e-02,2.553708e-02,4.143579e-01,5.679967e-03,9.712527e-03
0.44999999999999996,9.695179e-02,3.012256e-02,4.799211e-01,6.806671e-03,1.141014e-02
0.525,1.086621e-01,3.436391e-02,5.882117e-01,8.050977e-03,1.657471e-02
0.6,1.203433e-01,3.868229e-02,6.362403e-01,9.408848e-03,2.032173e-02
0.6749999999999999,1.350950e-01,4.225903e-02,7.122603e-01,1.068526e-02,3.052589e-02
0.75,1.545547e-01,4.616396e-02,7.907892e-01,1.189617e-02,3.739420e-02
0.825,1.745324e-01,5.017369e-02,9.123556e-01,1.309103e-02,5.025944e-02
0.8999999999999999,1.928621e-01,5.434049e-02,1.017014e+00,1.438259e-02,5.707599e-02
0.975,2.150372e-01,5.864868e-02,1.091754e+00,1.571055e-02,7.117902e-02
1.05,2.337146e-01,6.318784e-02,1.171648e+00,1.721093e-02,8.747171e-02
1.125,2.533704e-01,6.768001e-02,1.271964e+00,1.860259e-02,1.018824e-01
1.2,2.721658e-01,7.190707e-02,1.369293e+00,1.991755e-02,1.172960e-01
1.275,2.895679e-01,7.624031e-02,1.443537e+00,2.127887e-02,1.269207e-01
1.3499999999999999,3.072191e-01,8.054829e-02,1.555593e+00,2.260324e-02,1.473712e-01
1.425,3.265366e-01,8.450363e-02,1.684548e+00,2.385630e-02,1.675701e-01
1.5,3.428055e-01,8.862374e-02,1.829006e+00,2.512990e-02,1.866490e-01
1.575,3.612361e-01,9.184615e-02,1.953092e+00,2.622545e-02,2.074487e-01
1.65,3.780829e-01,9.513409e-02,2.115697e+00,2.740078e-02,2.343122e-01
1.7249999999999999,3.908018e-01,9.905989e-02,2.306197e+00,2.840767e-02,2.518574e-01
1.7999999999999998,4.064140e-01,1.023700e-01,2.439459e+00,2.929745e-02,2.706906e-01
1.875,4.181938e-01,1.060037e-01,2.590687e+00,3.012164e-02,2.941289e-01
1.95,4.320512e-01,1.103119e-01,2.739923e+00,3.077590e-02,3.124162e-01
2.025,4.481189e-01,1.143652e-01,2.911922e+00,3.154052e-02,3.347312e-01
2.1,4.703226e-01,1.180642e-01,3.124647e+00,3.245114e-02,3.547479e-01
2.175,4.872506e-01,1.228045e-01,3.329024e+00,3.318052e-02,3.781608e-01
2.25,5.076288e-01,1.269730e-01,3.531304e+00,3.377037e-02,3.978777e-01
2.3249999999999997,5.233463e-01,1.310556e-01,3.714415e+00,3.439088e-02,4.166119e-01
2.4,5.387154e-01,1.357966e-01,3.911228e+00,3.499321e-02,4.326261e-01
2.475,5.547688e-01,1.406588e-01,4.113822e+00,3.543616e-02,4.483673e-01
2.55,5.676585e-01,1.449766e-01,4.273382e+00,3.581774e-02,4.732035e-01
2.625,5.839402e-01,1.488318e-01,4.493606e+00,3.630328e-02,4.973706e-01
2.6999999999999997,6.000999e-01,1.528584e-01,4.732137e+00,3.681772e-02,5.166479e-01
2.775,6.161916e-01,1.567111e-01,4.960918e+00,3.725988e-02,5.365604e-01
2.85,6.356669e-01,1.600784e-01,5.168040e+00,3.764428e-02,5.586044e-01
2.925,6.511076e-01,1.639817e-01,5.398114e+00,3.804145e-02,5.866812e-01
3.0,6.689857e-01,1.683357e-01,5.637488e+00,3.833391e-02,6.122194e-01
3.0749999999999997,6.852345e-01,1.724585e-01,5.825338e+00,3.878559e-02,6.360140e-01
3.15,7.066361e-01,1.765125e-01,6.015050e+00,3.919622e-02,6.708432e-01
3.225,7.229060e-01,1.809324e-01,6.234558e+00,3.944865e-02,7.045784e-01
3.3,7.387873e-01,1.854921e-01,6.457219e+00,3.981420e-02,7.380081e-01
3.375,7.532248e-01,1.902316e-01,6.694932e+00,4.033107e-02,7.760665e-01
3.4499999999999997,7.711467e-01,1.940579e-01,6.925352e+00,4.064085e-02,8.127264e-01
3.525,7.892461e-01,1.972251e-01,7.152666e+00,4.109289e-02,8.527478e-01
3.5999999999999996,8.042139e-01,2.010208e-01,7.402002e+00,4.135498e-02,8.819635e-01
3.675,8.218757e-01,2.049676e-01,7.653105e+00,4.150039e-02,9.124715e-01
3.75,8.411761e-01,2.087285e-01,7.872306e+00,4.157585e-02,9.437030e-01
