lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,1.396306e-02,9.356228e-03,2.664181e-01,2.278100e-03,6.705557e-03
0.15,2.402884e-02,1.942208e-02,4.002568e-01,4.531551e-03,-8.431342e-03
0.22499999999999998,3.670374e-02,2.809164e-02,5.256356e-01,7.022938e-03,-1.450377e-02
0.3,4.688028e-02,3.617446e-02,6.218955e-01,9.649233e-03,-2.559456e-02
0.375,5.639467e-02,4.449773e-02,7.613333e-01,1.214774e-02,-2.864642e-02
0.44999999999999996,6.473974e-02,5.266900e-02,8.421580e-01,1.442415e-02,-4.075420e-02
0.525,7.059109e-02,6.099095e-02,9.803647e-01,1.670690e-02,-4.375481e-02
0.6,7.802463e-02,7.013321e-02,1.097386e+00,1.916659e-02,-4.257395e-02
0.6749999999999999,8.284213e-02,8.014734e-02,1.249050e+00,2.150830e-02,-4.736621e-02
0.75,8.673557e-02,8.943063e-02,1.407535e+00,2.377297e-02,-5.121161e-02
0.825,8.863639e-02,9.833315e-02,1.536243e+00,2.570072e-02,-5.179106e-02
0.8999999999999999,9.069575e-02,1.061487e-01,1.649665e+00,2.772522e-02,-6.055881e-02
0.975,9.367214e-02,1.143335e-01,1.801862e+00,2.986805e-02,-5.336446e-02
1.05,9.493473e-02,1.223507e-01,1.934225e+00,3.200427e-02,-4.756121e-02
1.125,9.720821e-02,1.309735e-01,2.066763e+00,3.422184e-02,-3.955542e-02
1.2,1.011540e-01,1.412101e-01,2.226942e+00,3.665444e-02,-3.611543e-02
1.275,1.047292e-01,1.510295e-01,2.429652e+00,3.891789e-02,-4.193414e-02
1.3499999999999999,1.089339e-01,1.587220e-01,2.594490e+00,4.084182e-02,-3.588004e-02
1.425,1.153481e-01,1.659757e-01,2.727452e+00,4.278679e-02,-3.002277e-02
1.5,1.235578e-01,1.726003e-01,2.905241e+00,4.425332e-02,-2.025708e-02
1.575,1.309415e-01,1.785835e-01,3.086830e+00,4.554032e-02,-1.875540e-02
1.65,1.369420e-01,1.852215e-01,3.282779e+00,4.704323e-02,-1.212748e-02
1.7249999999999999,1.419442e-01,1.919663e-01,3.490475e+00,4.870983e-02,-1.596766e-02
1.7999999999999998,1.468182e-01,1.983913e-01,3.646196e+00,5.016801e-02,-1.311212e-02
1.875,1.503754e-01,2.035589e-01,3.830132e+00,5.128611e-02,-1.006971e-02
1.95,1.504047e-01,2.077820e-01,4.017391e+00,5.246367e-02,2.047801e-03
2.025,1.512526e-01,2.112298e-01,4.238721e+00,5.361957e-02,2.191324e-02
2.1,1.544435e-01,2.130057e-01,4.427805e+00,5.465299e-02,3.006343e-02
2.175,1.566835e-01,2.146900e-01,4.632846e+00,5.590114e-02,3.109161e-02
2.25,1.605662e-01,2.181611e-01,4.863034e+00,5.697307e-02,2.636860e-02
2.3249999999999997,1.641471e-01,2.203862e-01,5.104650e+00,5.811420e-02,1.376373e-02
2.4,1.658163e-01,2.211158e-01,5.337469e+00,5.900044e-02,-2.423757e-04
2.475,1.692120e-01,2.217992e-01,5.599216e+00,5.982927e-02,7.781372e-03
2.55,1.697560e-01,2.218746e-01,5.839762e+00,6.118228e-02,2.080559e-02
2.625,1.682443e-01,2.219585e-01,6.070099e+00,6.253654e-02,3.381460e-02
2.6999999999999997,1.677640e-01,2.219832e-01,6.265632e+00,6.369012e-02,5.439200e-02
2.775,1.672577e-01,2.229108e-01,6.501330e+00,6.512643e-02,6.635816e-02
2.85,1.667697e-01,2.236764e-01,6.728453e+00,6.674027e-02,6.933524e-02
2.925,1.701520e-01,2.243280e-01,6.986941e+00,6.831940e-02,8.239267e-02
3.0,1.716711e-01,2.242345e-01,7.181488e+00,7.046179e-02,8.813432e-02
3.0749999999999997,1.754166e-01,2.237277e-01,7.410630e+00,7.292796e-02,9.725439e-02
3.15,1.769233e-01,2.235570e-01,7.665088e+00,7.547347e-02,1.093812e-01
3.225,1.804964e-01,2.241634e-01,7.909848e+00,7.780657e-02,1.184390e-01
3.3,1.810624e-01,2.240298e-01,8.172790e+00,8.011267e-02,1.262797e-01
3.375,1.845159e-01,2.258129e-01,8.407802e+00,8.272511e-02,1.508844e-01
3.4499999999999997,1.893903e-01,2.267628e-01,8.640394e+00,8.565326e-02,1.771197e-01
3.525,1.932562e-01,2.271989e-01,8.817963e+00,8.811631e-02,1.989474e-01
3.5999999999999996,2.004881e-01,2.264793e-01,9.054338e+00,9.068849e-02,2.284015e-01
3.675,2.051881e-01,2.264593e-01,9.307295e+00,9.327787e-02,2.556129e-01
3.75,2.081508e-01,2.281794e-01,9.547735e+00,9.567192e-02,2.800056e-01
