lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,1.575693e-02,7.568830e-03,3.005304e-01,1.329109e-03,1.258034e-02
0.15,2.583345e-02,1.531200e-02,4.345924e-01,2.315525e-03,-4.419030e-03
0.22499999999999998,3.296679e-02,2.273570e-02,6.116890e-01,3.412464e-03,-1.590171e-02
0.3,3.934243e-02,3.009846e-02,8.325235e-01,4.514919e-03,-2.077696e-02
0.375,4.410469e-02,3.621827e-02,1.049351e+00,5.475764e-03,-2.849821e-02
0.44999999999999996,5.279635e-02,4.245248e-02,1.286374e+00,6.380091e-03,-3.635987e-02
0.525,6.257638e-02,4.812500e-02,1.466596e+00,7.228707e-03,-5.468702e-02
0.6,6.978680e-02,5.410407e-02,1.717147e+00,8.066336e-03,-6.911026e-02
0.6749999999999999,7.781465e-02,5.923004e-02,1.881769e+00,8.901020e-03,-8.374766e-02
0.75,8.498053e-02,6.401015e-02,2.069880e+00,9.571572e-03,-8.751186e-02
0.825,8.813128e-02,7.002341e-02,2.153117e+00,1.033915e-02,-9.411143e-02
0.8999999999999999,9.302786e-02,7.657616e-02,2.318246e+00,1.124667e-02,-9.431213e-02
0.975,9.878255e-02,8.285371e-02,2.474695e+00,1.190158e-02,-9.529292e-02
1.05,1.027702e-01,8.985387e-02,2.576177e+00,1.256137e-02,-9.393376e-02
1.125,1.057436e-01,9.801977e-02,2.698921e+00,1.319735e-02,-7.965393e-02
1.2,1.066537e-01,1.064169e-01,2.820752e+00,1.383243e-02,-6.722103e-02
1.275,1.106967e-01,1.143649e-01,2.924191e+00,1.450685e-02,-5.112372e-02
1.3499999999999999,1.145384e-01,1.217649e-01,3.020844e+00,1.529018e-02,-4.440818e-02
1.425,1.187395e-01,1.295602e-01,3.171860e+00,1.624605e-02,-3.665261e-02
1.5,1.238611e-01,1.365863e-01,3.329270e+00,1.722830e-02,-2.412680e-02
1.575,1.256061e-01,1.440013e-01,3.508689e+00,1.819217e-02,-2.371171e-02
1.65,1.284072e-01,1.522585e-01,3.713610e+00,1.919390e-02,-2.194896e-02
1.7249999999999999,1.332275e-01,1.602920e-01,3.871402e+00,2.013356e-02,-3.310110e-02
1.7999999999999998,1.351087e-01,1.686399e-01,4.077976e+00,2.088509e-02,-4.261225e-02
1.875,1.372132e-01,1.771042e-01,4.233326e+00,2.183337e-02,-5.764282e-02
1.95,1.386716e-01,1.844454e-01,4.467764e+00,2.261875e-02,-7.455119e-02
2.025,1.394774e-01,1.921545e-01,4.732103e+00,2.351698e-02,-9.453329e-02
2.1,1.447407e-01,1.993809e-01,4.974251e+00,2.449982e-02,-1.218249e-01
2.175,1.486075e-01,2.061313e-01,5.259128e+00,2.543517e-02,-1.537746e-01
2.25,1.504902e-01,2.129899e-01,5.530567e+00,2.655729e-02,-1.810332e-01
2.3249999999999997,1.543853e-01,2.184888e-01,5.804731e+00,2.755107e-02,-1.968631e-01
2.4,1.562997e-01,2.238551e-01,5.988762e+00,2.846744e-02,-2.222753e-01
2.475,1.597476e-01,2.276844e-01,6.260073e+00,2.933862e-02,-2.368560e-01
2.55,1.625510e-01,2.321191e-01,6.469313e+00,3.007246e-02,-2.552580e-01
2.625,1.624739e-01,2.365275e-01,6.667661e+00,3.091020e-02,-2.712864e-01
2.6999999999999997,1.632288e-01,2.413800e-01,6.880719e+00,3.169754e-02,-2.873090e-01
2.775,1.649394e-01,2.461229e-01,6.998830e+00,3.253229e-02,-3.041771e-01
2.85,1.661143e-01,2.504721e-01,7.184945e+00,3.355477e-02,-3.183333e-01
2.925,1.664548e-01,2.553127e-01,7.283388e+00,3.456825e-02,-3.348775e-01
3.0,1.629184e-01,2.592143e-01,7.450442e+00,3.549643e-02,-3.618633e-01
3.0749999999999997,1.619205e-01,2.626538e-01,7.627060e+00,3.642470e-02,-3.875984e-01
3.15,1.625590e-01,2.670739e-01,7.829235e+00,3.738645e-02,-4.077883e-01
3.225,1.583436e-01,2.724560e-01,8.050749e+00,3.832072e-02,-4.446647e-01
3.3,1.569909e-01,2.783121e-01,8.268964e+00,3.920253e-02,-4.776504e-01
3.375,1.593895e-01,2.849108e-01,8.600111e+00,4.022516e-02,-5.114627e-01
3.4499999999999997,1.591335e-01,2.912999e-01,8.904489e+00,4.116934e-02,-5.557821e-01
3.525,1.625536e-01,2.957096e-01,9.254632e+00,4.214134e-02,-5.970764e-01
3.5999999999999996,1.623478e-01,3.000297e-01,9.579432e+00,4.308629e-02,-6.456507e-01
3.675,1.651685e-01,3.036963e-01,9.903484e+00,4.392798e-02,-6.869760e-01
3.75,1.694364e-01,3.078700e-01,1.017249e+01,4.494028e-02,-7.293076e-01
