lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,2.429343e-02,1.889428e-02,2.607762e-01,1.266035e-02,-3.756537e-03
0.15,4.523666e-02,4.031056e-02,4.921911e-01,2.683790e-02,-2.242149e-02
0.22499999999999998,6.188800e-02,5.615462e-02,6.764921e-01,3.856068e-02,-4.649209e-02
0.3,7.821640e-02,6.954107e-02,8.408075e-01,4.990616e-02,-5.252537e-02
0.375,9.943057e-02,8.287677e-02,1.040865e+00,6.112423e-02,-5.935988e-02
0.44999999999999996,1.220652e-01,9.809814e-02,1.195956e+00,7.253519e-02,-6.343933e-02
0.525,1.408895e-01,1.134743e-01,1.296535e+00,8.385138e-02,-7.158053e-02
0.6,1.563864e-01,1.294883e-01,1.434425e+00,9.541121e-02,-8.302610e-02
0.6749999999999999,1.749271e-01,1.443922e-01,1.590807e+00,1.048217e-01,-1.005896e-01
0.75,1.949807e-01,1.581003e-01,1.726223e+00,1.142097e-01,-1.275539e-01
0.825,2.173312e-01,1.731466e-01,1.813076e+00,1.248460e-01,-1.530005e-01
0.8999999999999999,2.396545e-01,1.876809e-01,1.886989e+00,1.351881e-01,-1.820855e-01
0.975,2.641070e-01,2.026108e-01,1.942386e+00,1.449605e-01,-2.016144e-01
1.05,2.937163e-01,2.167214e-01,1.965680e+00,1.548536e-01,-2.233853e-01
1.125,3.191494e-01,2.302751e-01,1.966449e+00,1.648717e-01,-2.424446e-01
1.2,3.448592e-01,2.420145e-01,2.044023e+00,1.729569e-01,-2.671908e-01
1.275,3.695002e-01,2.533540e-01,2.117404e+00,1.802561e-01,-2.905589e-01
1.3499999999999999,3.954351e-01,2.612032e-01,2.228468e+00,1.851444e-01,-3.167378e-01
1.425,4.185781e-01,2.670492e-01,2.345596e+00,1.897865e-01,-3.435655e-01
1.5,4.404318e-01,2.720210e-01,2.478820e+00,1.947542e-01,-3.666516e-01
1.575,4.617408e-01,2.747073e-01,2.568330e+00,1.987781e-01,-3.824974e-01
1.65,4.804206e-01,2.803989e-01,2.623446e+00,2.053957e-01,-3.942640e-01
1.7249999999999999,4.964431e-01,2.885819e-01,2.718766e+00,2.118514e-01,-4.070316e-01
1.7999999999999998,5.139595e-01,2.976264e-01,2.862712e+00,2.197779e-01,-4.212873e-01
1.875,5.257400e-01,3.070371e-01,2.981388e+00,2.280437e-01,-4.355113e-01
1.95,5.375549e-01,3.135169e-01,3.126885e+00,2.361696e-01,-4.459564e-01
2.025,5.494762e-01,3.202606e-01,3.287706e+00,2.446226e-01,-4.568641e-01
2.1,5.624099e-01,3.279737e-01,3.437416e+00,2.529989e-01,-4.744398e-01
2.175,5.757362e-01,3.362876e-01,3.537743e+00,2.624436e-01,-5.016468e-01
2.25,5.892103e-01,3.424183e-01,3.689642e+00,2.708992e-01,-5.180515e-01
2.3249999999999997,6.038555e-01,3.498873e-01,3.824267e+00,2.796297e-01,-5.400224e-01
2.4,6.178257e-01,3.584013e-01,3.955204e+00,2.893021e-01,-5.506570e-01
2.475,6.301458e-01,3.673158e-01,4.063576e+00,2.982438e-01,-5.597703e-01
2.55,6.450054e-01,3.756048e-01,4.191632e+00,3.065514e-01,-5.675808e-01
2.625,6.591953e-01,3.847157e-01,4.313835e+00,3.145935e-01,-5.712574e-01
2.6999999999999997,6.728181e-01,3.947266e-01,4.399303e+00,3.228164e-01,-5.615495e-01
2.775,6.887717e-01,4.042127e-01,4.463400e+00,3.293021e-01,-5.529606e-01
2.85,7.032581e-01,4.129088e-01,4.548887e+00,3.357589e-01,-5.424348e-01
2.925,7.178752e-01,4.195993e-01,4.655487e+00,3.408587e-01,-5.319690e-01
3.0,7.341380e-01,4.270121e-01,4.702798e+00,3.465545e-01,-5.139808e-01
3.0749999999999997,7.516460e-01,4.348092e-01,4.746222e+00,3.533722e-01,-4.953542e-01
3.15,7.657899e-01,4.412539e-01,4.757826e+00,3.579689e-01,-4.829835e-01
3.225,7.792083e-01,4.485614e-01,4.767596e+00,3.618732e-01,-4.593780e-01
3.3,7.975219e-01,4.553040e-01,4.710111e+00,3.668199e-01,-4.446650e-01
3.375,8.168208e-01,4.637128e-01,4.673317e+00,3.736317e-01,-4.394044e-01
3.4499999999999997,8.390086e-01,4.712931e-01,4.729393e+00,3.809697e-01,-4.408131e-01
3.525,8.600232e-01,4.766645e-01,4.808395e+00,3.875449e-01,-4.400919e-01
3.5999999999999996,8.802324e-01,4.826438e-01,4.870324e+00,3.930470e-01,-4.428712e-01
3.675,9.008007e-01,4.920387e-01,4.979479e+00,4.007832e-01,-4.418514e-01
3.75,9.183878e-01,5.028672e-01,5.129603e+00,4.109872e-01,-4.417502e-01
