lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,1.048363e-02,6.363292e-03,2.020817e-01,4.759531e-03,1.854812e-03
0.15,1.930401e-02,1.348056e-02,3.549198e-01,9.512019e-03,7.592961e-04
0.22499999999999998,2.856095e-02,2.023895e-02,4.902361e-01,1.475119e-02,1.326368e-03
0.3,3.668295e-02,2.731759e-02,6.545066e-01,1.982340e-02,3.143917e-03
0.375,4.481944e-02,3.543026e-02,8.164234e-01,2.405857e-02,3.459065e-03
0.44999999999999996,5.185368e-02,4.438080e-02,9.622975e-01,2.841815e-02,7.609912e-03
0.525,6.127165e-02,5.335591e-02,1.108948e+00,3.299228e-02,8.250638e-03
0.6,7.004827e-02,6.127215e-02,1.224600e+00,3.784467e-02,5.513352e-03
0.6749999999999999,8.076051e-02,6.912603e-02,1.320045e+00,4.272509e-02,-1.581171e-03
0.75,9.111603e-02,7.679983e-02,1.455614e+00,4.782619e-02,-7.984541e-03
0.825,1.023851e-01,8.391733e-02,1.571194e+00,5.306671e-02,-1.498710e-02
0.8999999999999999,1.151219e-01,9.036821e-02,1.701372e+00,5.871015e-02,-2.468366e-02
0.975,1.285579e-01,9.678914e-02,1.831348e+00,6.476002e-02,-3.224045e-02
1.05,1.386197e-01,1.029761e-01,1.956950e+00,7.051439e-02,-4.018245e-02
1.125,1.497552e-01,1.087925e-01,2.093090e+00,7.618280e-02,-5.016458e-02
1.2,1.582668e-01,1.148121e-01,2.236876e+00,8.208640e-02,-5.638380e-02
1.275,1.663020e-01,1.213740e-01,2.356815e+00,8.841830e-02,-6.290256e-02
1.3499999999999999,1.758090e-01,1.269608e-01,2.479341e+00,9.537821e-02,-7.295087e-02
1.425,1.868372e-01,1.321439e-01,2.580931e+00,1.025875e-01,-8.376004e-02
1.5,1.973844e-01,1.364218e-01,2.677150e+00,1.101223e-01,-9.604053e-02
1.575,2.083071e-01,1.403380e-01,2.767258e+00,1.171076e-01,-1.102975e-01
1.65,2.175198e-01,1.436790e-01,2.879248e+00,1.240142e-01,-1.252417e-01
1.7249999999999999,2.265754e-01,1.471064e-01,2.980445e+00,1.309574e-01,-1.320508e-01
1.7999999999999998,2.329595e-01,1.500725e-01,3.103723e+00,1.377775e-01,-1.437602e-01
1.875,2.400594e-01,1.522311e-01,3.254359e+00,1.449770e-01,-1.536901e-01
1.95,2.478901e-01,1.539547e-01,3.395857e+00,1.523336e-01,-1.578791e-01
2.025,2.566746e-01,1.551323e-01,3.544218e+00,1.593479e-01,-1.609796e-01
2.1,2.639478e-01,1.553268e-01,3.706761e+00,1.665182e-01,-1.716551e-01
2.175,2.708656e-01,1.557723e-01,3.884024e+00,1.734639e-01,-1.755224e-01
2.25,2.781835e-01,1.554706e-01,4.037164e+00,1.801181e-01,-1.756469e-01
2.3249999999999997,2.859711e-01,1.557271e-01,4.202530e+00,1.870489e-01,-1.768581e-01
2.4,2.923817e-01,1.561365e-01,4.363489e+00,1.942929e-01,-1.789466e-01
2.475,2.974023e-01,1.567071e-01,4.478504e+00,2.023584e-01,-1.799655e-01
2.55,3.012525e-01,1.573623e-01,4.605337e+00,2.106435e-01,-1.702397e-01
2.625,3.010093e-01,1.584889e-01,4.747474e+00,2.191351e-01,-1.600111e-01
2.6999999999999997,3.028634e-01,1.599016e-01,4.871146e+00,2.274975e-01,-1.576425e-01
2.775,3.059276e-01,1.608950e-01,4.974920e+00,2.363828e-01,-1.514360e-01
2.85,3.098021e-01,1.617157e-01,5.083164e+00,2.454440e-01,-1.457610e-01
2.925,3.130760e-01,1.640512e-01,5.174315e+00,2.544325e-01,-1.441293e-01
3.0,3.149979e-01,1.658198e-01,5.288401e+00,2.633234e-01,-1.472339e-01
3.0749999999999997,3.175933e-01,1.675541e-01,5.413854e+00,2.719190e-01,-1.536019e-01
3.15,3.179620e-01,1.685417e-01,5.527774e+00,2.809632e-01,-1.584133e-01
3.225,3.199981e-01,1.694993e-01,5.642086e+00,2.897572e-01,-1.618017e-01
3.3,3.242502e-01,1.704200e-01,5.764279e+00,2.985070e-01,-1.579082e-01
3.375,3.276376e-01,1.719440e-01,5.886245e+00,3.071328e-01,-1.615252e-01
3.4499999999999997,3.303534e-01,1.732133e-01,6.003213e+00,3.158187e-01,-1.555828e-01
3.525,3.370657e-01,1.756918e-01,6.102964e+00,3.250108e-01,-1.558116e-01
3.5999999999999996,3.435684e-01,1.791184e-01,6.247862e+00,3.347427e-01,-1.525011e-01
3.675,3.490283e-01,1.816925e-01,6.365628e+00,3.444162e-01,-1.479573e-01
3.75,3.533031e-01,1.838097e-01,6.490507e+00,3.540814e-01,-1.420861e-01
