lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,5.107192e-02,1.039896e-02,0.000000e+00,0.000000e+00,3.711872e-03
0.15,6.272463e-02,2.136003e-02,3.415045e-01,2.679907e-03,-1.180060e-03
0.22499999999999998,7.644106e-02,3.144858e-02,4.736498e-01,5.125035e-03,-1.648360e-03
0.3,8.805311e-02,4.017244e-02,5.581647e-01,7.371489e-03,7.514035e-03
0.375,9.853795e-02,4.670592e-02,6.717046e-01,9.592321e-03,3.103907e-03
0.44999999999999996,1.119732e-01,5.248037e-02,7.568475e-01,1.196064e-02,-1.568801e-03
0.525,1.225661e-01,5.979058e-02,8.995922e-01,1.467639e-02,1.997958e-03
0.6,1.275207e-01,6.728742e-02,1.071493e+00,1.716274e-02,2.325253e-03
0.6749999999999999,1.306075e-01,7.473050e-02,1.172946e+00,1.963116e-02,5.499040e-03
0.75,1.405651e-01,8.305704e-02,1.243774e+00,2.221427e-02,1.956436e-02
0.825,1.456111e-01,9.125878e-02,1.364437e+00,2.483296e-02,2.430754e-02
0.8999999999999999,1.525672e-01,1.001275e-01,1.495572e+00,2.721207e-02,2.304601e-02
0.975,1.550848e-01,1.083213e-01,1.591428e+00,2.993040e-02,2.251959e-02
1.05,1.576601e-01,1.158413e-01,1.708975e+00,3.284522e-02,1.951516e-02
1.125,1.571891e-01,1.241502e-01,1.855169e+00,3.575155e-02,1.374700e-02
1.2,1.601560e-01,1.324403e-01,2.031488e+00,3.857786e-02,1.614214e-02
1.275,1.607597e-01,1.407257e-01,2.246690e+00,4.111102e-02,1.487754e-02
1.3499999999999999,1.612489e-01,1.475072e-01,2.352407e+00,4.342198e-02,1.251553e-02
1.425,1.691902e-01,1.526992e-01,2.481243e+00,4.570012e-02,1.307330e-02
1.5,1.728966e-01,1.556607e-01,2.666317e+00,4.779186e-02,6.162741e-03
1.575,1.757369e-01,1.602032e-01,2.826289e+00,4.989159e-02,4.894328e-03
1.65,1.827686e-01,1.661936e-01,2.982032e+00,5.199675e-02,1.691869e-02
1.7249999999999999,1.778987e-01,1.732249e-01,3.130022e+00,5.370438e-02,2.640302e-02
1.7999999999999998,1.809165e-01,1.806747e-01,3.264849e+00,5.567497e-02,3.570200e-02
1.875,1.840366e-01,1.891052e-01,3.401390e+00,5.780786e-02,4.362671e-02
1.95,1.780502e-01,1.948638e-01,3.588243e+00,5.985156e-02,4.406617e-02
2.025,1.837854e-01,1.987050e-01,3.775316e+00,6.179296e-02,3.477429e-02
2.1,1.797973e-01,2.031132e-01,3.956842e+00,6.366108e-02,4.382030e-02
2.175,1.765934e-01,2.070514e-01,4.153945e+00,6.530561e-02,3.759629e-02
2.25,1.880206e-01,2.127800e-01,4.329023e+00,6.701662e-02,2.810411e-02
2.3249999999999997,1.944651e-01,2.192688e-01,4.541446e+00,6.887921e-02,5.681441e-03
2.4,1.983624e-01,2.255404e-01,4.691781e+00,7.076790e-02,1.991821e-03
2.475,2.025254e-01,2.314937e-01,4.838474e+00,7.262507e-02,-6.781456e-03
2.55,2.026745e-01,2.371833e-01,4.911655e+00,7.488206e-02,-1.783450e-02
2.625,1.938090e-01,2.428905e-01,5.058268e+00,7.705660e-02,-3.007809e-02
2.6999999999999997,1.964856e-01,2.491465e-01,5.190256e+00,7.943266e-02,-3.888470e-02
2.775,1.933360e-01,2.574823e-01,5.289787e+00,8.191660e-02,-5.769868e-02
2.85,1.935737e-01,2.646367e-01,5.458241e+00,8.459828e-02,-8.854934e-02
2.925,1.896274e-01,2.721619e-01,5.636806e+00,8.732878e-02,-1.034626e-01
3.0,1.893079e-01,2.772014e-01,5.825644e+00,8.984401e-02,-1.348918e-01
3.0749999999999997,1.895308e-01,2.820452e-01,6.037573e+00,9.275689e-02,-1.634085e-01
3.15,1.907025e-01,2.862720e-01,6.251396e+00,9.532777e-02,-1.854827e-01
3.225,1.904446e-01,2.916564e-01,6.521764e+00,9.802569e-02,-2.099655e-01
3.3,1.916311e-01,2.979728e-01,6.748930e+00,1.009522e-01,-2.279751e-01
3.375,1.924802e-01,3.059812e-01,6.978446e+00,1.037081e-01,-2.615224e-01
3.4499999999999997,1.959824e-01,3.130351e-01,7.185439e+00,1.064760e-01,-2.877097e-01
3.525,2.047424e-01,3.197152e-01,7.361454e+00,1.091940e-01,-3.033305e-01
3.5999999999999996,2.076295e-01,3.264532e-01,7.592573e+00,1.119655e-01,-3.306755e-01
3.675,2.120015e-01,3.321373e-01,7.810916e+00,1.147374e-01,-3.591203e-01
3.75,2.244430e-01,3.381846e-01,7.998370e+00,1.178509e-01,-3.855769e-01
