lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,6.682128e-02,4.873256e-03,0.000000e+00,0.000000e+00,-1.364665e-02
0.15,8.942701e-02,9.172351e-03,3.711600e-01,8.833040e-04,-1.597288e-02
0.22499999999999998,9.490507e-02,1.349843e-02,4.782435e-01,1.660698e-03,-3.362372e-02
0.3,1.030380e-01,1.772984e-02,6.660252e-01,2.422713e-03,-3.411172e-02
0.375,1.116008e-01,2.221695e-02,7.547897e-01,3.213817e-03,-2.952469e-02
0.44999999999999996,1.208317e-01,2.679562e-02,8.603265e-01,3.897024e-03,-1.744519e-02
0.525,1.279531e-01,3.145875e-02,9.469882e-01,4.538958e-03,-1.962027e-03
0.6,1.367707e-01,3.633962e-02,1.069806e+00,5.216808e-03,-1.084935e-02
0.6749999999999999,1.537389e-01,4.155337e-02,1.117847e+00,6.009252e-03,-1.314173e-02
0.75,1.581563e-01,4.722325e-02,1.238838e+00,6.768746e-03,-1.169569e-02
0.825,1.711039e-01,5.221052e-02,1.294812e+00,7.406876e-03,-2.399317e-02
0.8999999999999999,1.845308e-01,5.733581e-02,1.360248e+00,8.022807e-03,-1.938618e-02
0.975,1.845737e-01,6.272394e-02,1.441654e+00,8.658188e-03,-5.313929e-03
1.05,1.966319e-01,6.842831e-02,1.487596e+00,9.276737e-03,-8.617435e-03
1.125,2.062823e-01,7.392620e-02,1.633862e+00,1.008217e-02,-1.161676e-02
1.2,2.156948e-01,7.946624e-02,1.814207e+00,1.101563e-02,-8.322242e-04
1.275,2.214734e-01,8.506585e-02,1.987258e+00,1.185920e-02,1.644796e-02
1.3499999999999999,2.180624e-01,9.003602e-02,2.176338e+00,1.266564e-02,2.698631e-02
1.425,2.128860e-01,9.528660e-02,2.340592e+00,1.351182e-02,2.196862e-02
1.5,2.185416e-01,1.005353e-01,2.501431e+00,1.427383e-02,5.595612e-02
1.575,2.283666e-01,1.059467e-01,2.622905e+00,1.503987e-02,6.400427e-02
1.65,2.415093e-01,1.114932e-01,2.730006e+00,1.580565e-02,6.635740e-02
1.7249999999999999,2.515849e-01,1.170947e-01,2.824313e+00,1.667143e-02,7.708142e-02
1.7999999999999998,2.365650e-01,1.232391e-01,2.897322e+00,1.738693e-02,9.653493e-02
1.875,2.418090e-01,1.293179e-01,3.013652e+00,1.804121e-02,9.313552e-02
1.95,2.561266e-01,1.359666e-01,3.098771e+00,1.865033e-02,9.059643e-02
2.025,2.655309e-01,1.425222e-01,3.281929e+00,1.909036e-02,9.869375e-02
2.1,2.792447e-01,1.493668e-01,3.389820e+00,1.956284e-02,9.414724e-02
2.175,2.889835e-01,1.559070e-01,3.576047e+00,2.010006e-02,9.281238e-02
2.25,2.977868e-01,1.624509e-01,3.667402e+00,2.068499e-02,9.209160e-02
2.3249999999999997,3.001420e-01,1.694347e-01,3.847703e+00,2.119806e-02,1.061667e-01
2.4,3.254128e-01,1.769578e-01,4.040667e+00,2.178136e-02,1.286439e-01
2.475,3.331285e-01,1.842451e-01,4.209072e+00,2.236357e-02,1.411603e-01
2.55,3.434630e-01,1.915146e-01,4.371269e+00,2.295582e-02,1.405179e-01
2.625,3.645668e-01,1.988384e-01,4.504752e+00,2.354883e-02,1.459768e-01
2.6999999999999997,3.905499e-01,2.063536e-01,4.621926e+00,2.424251e-02,1.295671e-01
2.775,3.849744e-01,2.141154e-01,4.783865e+00,2.486385e-02,1.447230e-01
2.85,3.888148e-01,2.219848e-01,4.914067e+00,2.547419e-02,1.361058e-01
2.925,3.969822e-01,2.293230e-01,5.030850e+00,2.619831e-02,1.285670e-01
3.0,4.053967e-01,2.367798e-01,5.152207e+00,2.683527e-02,1.267350e-01
3.0749999999999997,4.072153e-01,2.445787e-01,5.255713e+00,2.748764e-02,1.375976e-01
3.15,4.251640e-01,2.519392e-01,5.286561e+00,2.803359e-02,1.371534e-01
3.225,4.379249e-01,2.589078e-01,5.398304e+00,2.852203e-02,1.493576e-01
3.3,4.406646e-01,2.660423e-01,5.461313e+00,2.902291e-02,1.522578e-01
3.375,4.519975e-01,2.732357e-01,5.545091e+00,2.956598e-02,1.760191e-01
3.4499999999999997,4.661829e-01,2.804046e-01,5.617185e+00,3.011143e-02,1.839122e-01
3.525,4.829751e-01,2.869625e-01,5.688673e+00,3.061009e-02,2.049162e-01
3.5999999999999996,5.025435e-01,2.929796e-01,5.673468e+00,3.106061e-02,2.163057e-01
3.675,5.058128e-01,2.989583e-01,5.686934e+00,3.153006e-02,2.317056e-01
3.75,5.128235e-01,3.049714e-01,5.703072e+00,3.198804e-02,2.521096e-01
