lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,1.421383e-01,7.890534e-03,0.000000e+00,0.000000e+00,1.737661e-02
0.15,1.714827e-01,1.316396e-02,3.958589e-01,2.652959e-03,5.341414e-03
0.22499999999999998,1.704206e-01,1.748668e-02,4.918689e-01,4.073943e-03,-7.816550e-03
0.3,1.726815e-01,2.220403e-02,6.056966e-01,5.598381e-03,-6.671841e-03
0.375,1.956465e-01,2.714927e-02,7.268932e-01,6.802061e-03,-1.336047e-02
0.44999999999999996,2.113424e-01,3.152087e-02,8.734597e-01,8.155862e-03,1.577226e-03
0.525,2.175124e-01,3.648802e-02,1.040884e+00,9.309369e-03,3.257867e-02
0.6,2.023470e-01,4.047475e-02,1.134947e+00,1.044745e-02,2.880403e-02
0.6749999999999999,2.312547e-01,4.475239e-02,1.172817e+00,1.162189e-02,1.886082e-02
0.75,2.265416e-01,4.908150e-02,1.278363e+00,1.294014e-02,2.529682e-02
0.825,2.169669e-01,5.244266e-02,1.351005e+00,1.433760e-02,1.188773e-02
0.8999999999999999,2.462908e-01,5.572718e-02,1.431187e+00,1.547522e-02,1.370707e-02
0.975,2.351304e-01,5.830570e-02,1.562862e+00,1.693894e-02,-2.882700e-02
1.05,2.352788e-01,6.062279e-02,1.550903e+00,1.799478e-02,-2.814798e-02
1.125,2.474530e-01,6.385204e-02,1.663327e+00,1.904049e-02,-1.927125e-02
1.2,2.473250e-01,6.679877e-02,1.644117e+00,2.044319e-02,-5.151104e-02
1.275,2.566907e-01,7.043653e-02,1.689835e+00,2.122612e-02,-6.981042e-02
1.3499999999999999,2.693001e-01,7.412114e-02,1.662166e+00,2.220047e-02,-5.882167e-02
1.425,2.645610e-01,7.701838e-02,1.701334e+00,2.318509e-02,-8.228653e-02
1.5,2.851578e-01,7.901122e-02,1.750946e+00,2.435469e-02,-6.919834e-02
1.575,2.886600e-01,8.139780e-02,1.785018e+00,2.520674e-02,-7.242326e-02
1.65,2.916011e-01,8.338965e-02,1.831602e+00,2.641444e-02,-7.462995e-02
1.7249999999999999,3.196442e-01,8.617891e-02,1.926465e+00,2.761273e-02,-5.881157e-02
1.7999999999999998,3.230819e-01,8.871563e-02,1.967795e+00,2.885432e-02,-8.157589e-02
1.875,3.418930e-01,9.118529e-02,2.045904e+00,3.023083e-02,-5.548873e-02
1.95,3.523640e-01,9.428258e-02,2.082952e+00,3.150166e-02,-7.069718e-02
2.025,3.599075e-01,9.751731e-02,2.145292e+00,3.208577e-02,-6.133419e-02
2.1,3.789881e-01,9.952446e-02,2.189987e+00,3.233912e-02,-5.418493e-02
2.175,3.904266e-01,1.023734e-01,2.156773e+00,3.253013e-02,-7.452464e-02
2.25,3.790781e-01,1.050016e-01,2.234016e+00,3.322803e-02,-9.814951e-02
2.3249999999999997,4.156775e-01,1.081846e-01,2.290695e+00,3.382012e-02,-8.721442e-02
2.4,4.205212e-01,1.130034e-01,2.352861e+00,3.489893e-02,-9.408179e-02
2.475,4.047793e-01,1.162392e-01,2.373864e+00,3.578858e-02,-1.155639e-01
2.55,4.117344e-01,1.191621e-01,2.405149e+00,3.661373e-02,-1.140114e-01
2.625,4.086165e-01,1.227064e-01,2.448080e+00,3.718599e-02,-9.903887e-02
2.6999999999999997,4.073933e-01,1.263576e-01,2.500625e+00,3.763664e-02,-7.780179e-02
2.775,4.027463e-01,1.272899e-01,2.520419e+00,3.826530e-02,-5.560542e-02
2.85,3.988376e-01,1.290875e-01,2.563796e+00,3.815816e-02,-5.456740e-02
2.925,3.906048e-01,1.310418e-01,2.626890e+00,3.882488e-02,-6.397337e-02
3.0,3.846220e-01,1.335769e-01,2.766761e+00,3.966726e-02,-5.256246e-02
3.0749999999999997,4.042900e-01,1.353764e-01,2.905737e+00,4.035629e-02,-7.543111e-02
3.15,4.247797e-01,1.369887e-01,2.954205e+00,4.111883e-02,-4.751602e-02
3.225,4.297894e-01,1.370882e-01,3.035637e+00,4.194505e-02,-3.580458e-02
3.3,4.313105e-01,1.382479e-01,3.121897e+00,4.291739e-02,8.526524e-03
3.375,4.375080e-01,1.382013e-01,3.178096e+00,4.355573e-02,4.911333e-02
3.4499999999999997,4.169291e-01,1.376436e-01,3.192686e+00,4.412552e-02,5.974415e-02
3.525,4.346149e-01,1.381559e-01,3.205601e+00,4.501854e-02,7.266102e-02
3.5999999999999996,4.338411e-01,1.380670e-01,3.285537e+00,4.587750e-02,9.628820e-02
3.675,4.452685e-01,1.383474e-01,3.282503e+00,4.649052e-02,8.632784e-02
3.75,4.406846e-01,1.388417e-01,3.324674e+00,4.693468e-02,5.609819e-02
