lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.340063e-02,6.215991e-03,0.000000e+00
0.375,2.120826e-02,1.154479e-02,1.783448e-03
0.5625,2.797296e-02,1.722016e-02,3.306128e-03
0.75,3.380147e-02,2.164955e-02,5.357773e-03
0.9375,3.884324e-02,2.614430e-02,7.475596e-03
1.125,4.347800e-02,2.979947e-02,9.441795e-03
1.3125,4.964018e-02,3.303206e-02,1.148190e-02
1.5,5.368571e-02,3.486338e-02,1.335609e-02
1.6875,5.933565e-02,3.524336e-02,1.552251e-02
1.875,6.603189e-02,3.741794e-02,1.748777e-02
2.0625,7.257746e-02,4.009898e-02,1.995071e-02
2.25,7.939522e-02,4.267073e-02,2.217110e-02
2.4375,8.599996e-02,4.430907e-02,2.420985e-02
2.625,9.146741e-02,4.631168e-02,2.626034e-02
2.8125,9.755412e-02,4.823972e-02,2.827530e-02
3.0,1.040596e-01,5.034240e-02,3.076726e-02
3.1875,1.120966e-01,5.386795e-02,3.314840e-02
3.375,1.217903e-01,5.725546e-02,3.582134e-02
3.5625,1.272467e-01,6.193787e-02,3.849913e-02
3.75,1.310262e-01,6.700812e-02,4.118547e-02
3.9375,1.357125e-01,7.196752e-02,4.366807e-02
4.125,1.382788e-01,7.627935e-02,4.604177e-02
4.3125,1.408298e-01,8.081833e-02,4.837495e-02
4.5,1.436031e-01,8.355038e-02,5.062657e-02
4.6875,1.454094e-01,8.557112e-02,5.280198e-02
4.875,1.485013e-01,8.748193e-02,5.472023e-02
5.0625,1.520095e-01,8.931504e-02,5.685996e-02
5.25,1.565380e-01,9.198364e-02,5.946780e-02
5.4375,1.622378e-01,9.379634e-02,6.232177e-02
5.625,1.661239e-01,9.522912e-02,6.569787e-02
5.8125,1.690567e-01,9.708436e-02,6.916672e-02
6.0,1.762657e-01,9.905110e-02,7.265492e-02
6.1875,1.820275e-01,9.996950e-02,7.625576e-02
6.375,1.862619e-01,1.007093e-01,7.976824e-02
6.5625,1.935689e-01,1.012564e-01,8.340001e-02
6.75,2.001480e-01,1.014911e-01,8.690314e-02
6.9375,2.018035e-01,1.038232e-01,9.057210e-02
7.125,2.066643e-01,1.055277e-01,9.417343e-02
7.3125,2.071568e-01,1.064521e-01,9.773866e-02
7.5,2.107519e-01,1.072117e-01,1.009073e-01
7.6875,2.152315e-01,1.081500e-01,1.036250e-01
7.875,2.168764e-01,1.082694e-01,1.064248e-01
8.0625,2.171822e-01,1.080989e-01,1.096635e-01
8.25,2.214435e-01,1.097638e-01,1.130588e-01
8.4375,2.250373e-01,1.099908e-01,1.161174e-01
8.625,2.290901e-01,1.110092e-01,1.190176e-01
8.8125,2.305173e-01,1.089884e-01,1.220613e-01
9.0,2.329198e-01,1.076786e-01,1.252151e-01
9.1875,2.365969e-01,1.062127e-01,1.283530e-01
9.375,2.381569e-01,1.057745e-01,1.311844e-01
