lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,2.828590e-01,2.451102e-02,0.000000e+00,0.000000e+00,2.012839e-02
0.15,2.972389e-01,4.924250e-02,3.509869e-01,6.043706e-03,4.574562e-02
0.22499999999999998,3.459639e-01,7.337939e-02,6.419869e-01,1.197596e-02,7.440138e-02
0.3,3.985077e-01,9.814838e-02,9.089962e-01,1.818672e-02,7.847163e-02
0.375,4.519618e-01,1.229927e-01,1.195864e+00,2.460294e-02,8.343757e-02
0.44999999999999996,5.085795e-01,1.481622e-01,1.489589e+00,3.121891e-02,8.914810e-02
0.525,4.931913e-01,1.741796e-01,1.780480e+00,3.747623e-02,9.399663e-02
0.6,5.313822e-01,2.021183e-01,2.039459e+00,4.391873e-02,7.454778e-02
0.6749999999999999,5.679928e-01,2.293419e-01,2.295291e+00,4.996483e-02,9.727535e-02
0.75,5.614978e-01,2.569359e-01,2.563237e+00,5.559857e-02,1.194543e-01
0.825,5.898027e-01,2.857518e-01,2.823487e+00,6.184481e-02,9.879606e-02
0.8999999999999999,5.694263e-01,3.178814e-01,3.034239e+00,6.802560e-02,8.660068e-02
0.975,6.147387e-01,3.463324e-01,3.293375e+00,7.418744e-02,1.028503e-01
1.05,6.269585e-01,3.751491e-01,3.581820e+00,8.051739e-02,1.050658e-01
1.125,6.299812e-01,4.005070e-01,3.860179e+00,8.643943e-02,9.765128e-02
1.2,6.827509e-01,4.275986e-01,4.154763e+00,9.118748e-02,1.010577e-01
1.275,6.762887e-01,4.518788e-01,4.467365e+00,9.572993e-02,9.998204e-02
1.3499999999999999,7.070609e-01,4.767169e-01,4.762395e+00,1.004594e-01,9.219796e-02
1.425,7.214276e-01,5.015284e-01,5.046347e+00,1.048760e-01,7.218552e-02
1.5,7.116294e-01,5.230285e-01,5.302738e+00,1.084853e-01,5.785793e-02
1.575,7.299010e-01,5.432790e-01,5.566776e+00,1.127775e-01,3.619564e-02
1.65,7.422569e-01,5.607063e-01,5.916997e+00,1.167870e-01,8.098330e-03
1.7249999999999999,7.673819e-01,5.769040e-01,6.220852e+00,1.206914e-01,-3.868931e-04
1.7999999999999998,7.693084e-01,5.922244e-01,6.522449e+00,1.248540e-01,1.507297e-02
1.875,7.904467e-01,6.106738e-01,6.857849e+00,1.279744e-01,-2.423191e-02
1.95,8.618480e-01,6.312552e-01,7.123982e+00,1.314621e-01,-3.520778e-02
2.025,8.400407e-01,6.550288e-01,7.353782e+00,1.346794e-01,-5.460851e-02
2.1,8.920222e-01,6.788231e-01,7.578250e+00,1.365680e-01,-8.641788e-02
2.175,9.028399e-01,7.037149e-01,7.781601e+00,1.374071e-01,-1.148571e-01
2.25,9.012305e-01,7.300993e-01,7.972098e+00,1.383610e-01,-1.272275e-01
2.3249999999999997,9.290077e-01,7.525589e-01,8.193848e+00,1.388089e-01,-1.382943e-01
2.4,9.473435e-01,7.743331e-01,8.322214e+00,1.396927e-01,-1.695647e-01
2.475,9.505507e-01,7.984270e-01,8.511446e+00,1.411478e-01,-2.007153e-01
2.55,9.785260e-01,8.250439e-01,8.672957e+00,1.422244e-01,-2.006115e-01
2.625,9.798504e-01,8.507480e-01,8.887238e+00,1.437016e-01,-2.530428e-01
2.6999999999999997,1.039104e+00,8.777280e-01,9.142278e+00,1.454487e-01,-2.646021e-01
2.775,1.041604e+00,9.043099e-01,9.453035e+00,1.479048e-01,-2.727404e-01
2.85,1.052907e+00,9.296714e-01,9.776068e+00,1.509669e-01,-3.072093e-01
2.925,1.076490e+00,9.565453e-01,1.010765e+01,1.552679e-01,-3.487746e-01
3.0,1.062824e+00,9.823672e-01,1.041195e+01,1.596243e-01,-3.948926e-01
3.0749999999999997,1.093517e+00,1.007962e+00,1.068290e+01,1.639320e-01,-4.247472e-01
3.15,1.120375e+00,1.034339e+00,1.091918e+01,1.688752e-01,-4.777087e-01
3.225,1.126898e+00,1.060981e+00,1.114492e+01,1.742303e-01,-4.888944e-01
3.3,1.170906e+00,1.085535e+00,1.131578e+01,1.800134e-01,-5.505943e-01
3.375,1.161667e+00,1.109217e+00,1.146538e+01,1.858560e-01,-5.705219e-01
3.4499999999999997,1.228625e+00,1.132525e+00,1.165820e+01,1.924520e-01,-6.127738e-01
3.525,1.214617e+00,1.155713e+00,1.183013e+01,1.988134e-01,-6.468666e-01
3.5999999999999996,1.250097e+00,1.177810e+00,1.199921e+01,2.050496e-01,-6.667447e-01
3.675,1.299620e+00,1.201083e+00,1.217195e+01,2.116696e-01,-7.118848e-01
3.75,1.326594e+00,1.228319e+00,1.235642e+01,2.170665e-01,-7.105570e-01
