lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.215345e-02,5.822786e-03,0.000000e+00
0.375,1.962972e-02,1.174730e-02,1.876020e-03
0.5625,2.663639e-02,1.697448e-02,3.656719e-03
0.75,3.329403e-02,2.161664e-02,5.315063e-03
0.9375,4.134027e-02,2.639315e-02,6.973514e-03
1.125,5.063895e-02,3.169959e-02,8.845444e-03
1.3125,5.915277e-02,3.633107e-02,1.074852e-02
1.5,6.689367e-02,4.079622e-02,1.267077e-02
1.6875,7.469595e-02,4.492122e-02,1.480014e-02
1.875,8.315793e-02,4.919241e-02,1.680493e-02
2.0625,9.146278e-02,5.323290e-02,1.883855e-02
2.25,1.015478e-01,5.720308e-02,2.110262e-02
2.4375,1.090587e-01,6.088934e-02,2.326164e-02
2.625,1.140119e-01,6.397133e-02,2.522002e-02
2.8125,1.221428e-01,6.667912e-02,2.730162e-02
3.0,1.303708e-01,6.983453e-02,2.933404e-02
3.1875,1.382378e-01,7.398251e-02,3.151266e-02
3.375,1.447580e-01,7.829845e-02,3.367882e-02
3.5625,1.520531e-01,8.231145e-02,3.616711e-02
3.75,1.622304e-01,8.650932e-02,3.861214e-02
3.9375,1.717383e-01,9.088379e-02,4.104534e-02
4.125,1.805665e-01,9.562755e-02,4.362568e-02
4.3125,1.898656e-01,9.975473e-02,4.636161e-02
4.5,1.978253e-01,1.043689e-01,4.890694e-02
4.6875,2.076291e-01,1.088834e-01,5.114217e-02
4.875,2.164171e-01,1.136295e-01,5.346607e-02
5.0625,2.251953e-01,1.193572e-01,5.578495e-02
5.25,2.328462e-01,1.253467e-01,5.831012e-02
5.4375,2.419044e-01,1.311840e-01,6.066566e-02
5.625,2.520659e-01,1.363992e-01,6.291682e-02
5.8125,2.611785e-01,1.418881e-01,6.507560e-02
6.0,2.688628e-01,1.466365e-01,6.729193e-02
6.1875,2.760350e-01,1.507382e-01,6.972147e-02
6.375,2.850702e-01,1.549094e-01,7.222273e-02
6.5625,2.913957e-01,1.589341e-01,7.444143e-02
6.75,2.988692e-01,1.623043e-01,7.669720e-02
6.9375,3.055099e-01,1.651517e-01,7.898988e-02
7.125,3.139430e-01,1.678816e-01,8.115498e-02
7.3125,3.210898e-01,1.712618e-01,8.326117e-02
7.5,3.278507e-01,1.751174e-01,8.550010e-02
7.6875,3.352419e-01,1.787054e-01,8.767112e-02
7.875,3.421314e-01,1.810535e-01,8.954201e-02
8.0625,3.509525e-01,1.838908e-01,9.129970e-02
8.25,3.600877e-01,1.877273e-01,9.300926e-02
8.4375,3.685110e-01,1.916685e-01,9.464523e-02
8.625,3.746706e-01,1.957348e-01,9.619643e-02
8.8125,3.838621e-01,1.990235e-01,9.773549e-02
9.0,3.959440e-01,2.022304e-01,9.922091e-02
9.1875,4.091594e-01,2.055618e-01,1.005232e-01
9.375,4.205349e-01,2.091750e-01,1.019055e-01
