lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,9.505908e-02,1.309751e-02,0.000000e+00,0.000000e+00,-2.576482e-04
0.15,1.180133e-01,2.528334e-02,3.187671e-01,2.747388e-03,1.332114e-02
0.22499999999999998,1.274719e-01,3.743379e-02,4.834419e-01,5.790565e-03,2.714807e-02
0.3,1.385866e-01,4.923415e-02,6.959633e-01,9.573115e-03,2.658032e-02
0.375,1.473275e-01,6.109361e-02,9.328716e-01,1.384826e-02,2.941078e-02
0.44999999999999996,1.600297e-01,7.235446e-02,1.161951e+00,1.803492e-02,2.067141e-02
0.525,1.796299e-01,8.295637e-02,1.461597e+00,2.282488e-02,3.406709e-02
0.6,1.691986e-01,9.447542e-02,1.691101e+00,2.810892e-02,2.134260e-02
0.6749999999999999,1.681925e-01,1.052728e-01,2.001527e+00,3.310348e-02,3.758299e-02
0.75,1.760810e-01,1.184624e-01,2.211560e+00,3.785642e-02,4.370302e-02
0.825,1.919139e-01,1.315131e-01,2.434483e+00,4.241943e-02,3.478837e-02
0.8999999999999999,2.090862e-01,1.454365e-01,2.689842e+00,4.703070e-02,6.315816e-02
0.975,2.052452e-01,1.589752e-01,2.851586e+00,5.196528e-02,6.797630e-02
1.05,2.216169e-01,1.735140e-01,3.076554e+00,5.702145e-02,5.753444e-02
1.125,2.499211e-01,1.880796e-01,3.238246e+00,6.217928e-02,5.819200e-02
1.2,2.454935e-01,2.027542e-01,3.399538e+00,6.770087e-02,6.528315e-02
1.275,2.420126e-01,2.190765e-01,3.537018e+00,7.329355e-02,7.020332e-02
1.3499999999999999,2.591044e-01,2.328219e-01,3.706592e+00,7.900853e-02,6.739134e-02
1.425,2.459302e-01,2.476631e-01,3.861524e+00,8.476252e-02,6.785798e-02
1.5,2.469569e-01,2.630352e-01,4.011493e+00,9.065627e-02,7.974809e-02
1.575,2.635075e-01,2.774842e-01,4.146898e+00,9.655339e-02,8.506990e-02
1.65,2.734584e-01,2.904058e-01,4.255238e+00,1.022601e-01,1.014110e-01
1.7249999999999999,2.872814e-01,3.044232e-01,4.372800e+00,1.078416e-01,1.143467e-01
1.7999999999999998,2.982995e-01,3.181482e-01,4.487410e+00,1.133764e-01,1.250168e-01
1.875,2.918075e-01,3.316270e-01,4.662768e+00,1.190232e-01,1.407544e-01
1.95,3.041524e-01,3.458671e-01,4.804447e+00,1.245955e-01,1.488695e-01
2.025,2.965102e-01,3.595081e-01,4.942337e+00,1.300753e-01,1.579545e-01
2.1,2.988539e-01,3.723301e-01,5.093479e+00,1.353350e-01,1.703011e-01
2.175,2.997536e-01,3.872963e-01,5.270098e+00,1.407040e-01,2.074843e-01
2.25,2.879186e-01,4.017825e-01,5.450154e+00,1.458519e-01,2.103602e-01
2.3249999999999997,3.055460e-01,4.153248e-01,5.623735e+00,1.511785e-01,2.003188e-01
2.4,3.005091e-01,4.302421e-01,5.833784e+00,1.558207e-01,2.162174e-01
2.475,3.060521e-01,4.470957e-01,6.034352e+00,1.600086e-01,2.285168e-01
2.55,3.229366e-01,4.642713e-01,6.231467e+00,1.641523e-01,2.444332e-01
2.625,3.360511e-01,4.806388e-01,6.465565e+00,1.681776e-01,2.447861e-01
2.6999999999999997,3.452091e-01,4.991039e-01,6.677958e+00,1.719124e-01,2.684748e-01
2.775,3.593039e-01,5.167587e-01,6.884379e+00,1.757462e-01,2.867882e-01
2.85,3.676673e-01,5.347539e-01,7.065654e+00,1.792535e-01,3.059553e-01
2.925,3.701277e-01,5.522972e-01,7.239897e+00,1.826049e-01,3.109037e-01
3.0,3.786336e-01,5.685332e-01,7.407618e+00,1.861324e-01,3.404496e-01
3.0749999999999997,3.778648e-01,5.841384e-01,7.560907e+00,1.894461e-01,3.517018e-01
3.15,3.833836e-01,6.021068e-01,7.704112e+00,1.928701e-01,3.691230e-01
3.225,4.000252e-01,6.186904e-01,7.877324e+00,1.965222e-01,3.848684e-01
3.3,4.107643e-01,6.366739e-01,7.973014e+00,2.000614e-01,3.866020e-01
3.375,4.394712e-01,6.564856e-01,8.097801e+00,2.036416e-01,4.005507e-01
3.4499999999999997,4.446947e-01,6.754919e-01,8.213620e+00,2.073197e-01,4.215887e-01
3.525,4.540887e-01,6.960422e-01,8.348149e+00,2.106543e-01,4.340267e-01
3.5999999999999996,4.636682e-01,7.140617e-01,8.469989e+00,2.135830e-01,4.399203e-01
3.675,4.646219e-01,7.313432e-01,8.638945e+00,2.155552e-01,4.607080e-01
3.75,4.728654e-01,7.479963e-01,8.760425e+00,2.175938e-01,4.747430e-01
