lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,2.420388e-01,5.635375e-03,0.000000e+00,0.000000e+00,-1.750518e-02
0.15,2.599328e-01,1.079235e-02,2.733441e-01,1.420189e-03,-7.144769e-03
0.22499999999999998,2.619431e-01,1.571154e-02,3.221243e-01,2.496328e-03,-7.283193e-03
0.3,2.822163e-01,2.099710e-02,4.019136e-01,3.310564e-03,-1.330317e-02
0.375,2.523218e-01,2.589279e-02,4.837532e-01,4.139984e-03,1.920324e-02
0.44999999999999996,3.139419e-01,3.114605e-02,5.207164e-01,5.112424e-03,7.804465e-03
0.525,3.391459e-01,3.668301e-02,5.942219e-01,6.110098e-03,-7.832855e-03
0.6,3.410026e-01,4.185485e-02,6.213539e-01,6.845095e-03,-9.268540e-03
0.6749999999999999,3.383210e-01,4.735971e-02,7.328541e-01,7.612259e-03,1.662861e-02
0.75,3.456560e-01,5.345155e-02,7.605974e-01,8.424583e-03,1.394044e-03
0.825,3.614287e-01,5.967248e-02,8.128946e-01,9.356126e-03,-1.026611e-02
0.8999999999999999,3.727676e-01,6.567296e-02,8.591002e-01,1.035540e-02,-9.611939e-03
0.975,3.762304e-01,7.169590e-02,8.947824e-01,1.117937e-02,-8.778235e-04
1.05,3.734516e-01,7.794255e-02,9.410516e-01,1.196886e-02,-1.311122e-02
1.125,3.887114e-01,8.433547e-02,9.265496e-01,1.293129e-02,2.271623e-02
1.2,4.008699e-01,9.077375e-02,9.460994e-01,1.406274e-02,1.044791e-02
1.275,3.893051e-01,9.642195e-02,9.788943e-01,1.513901e-02,3.664059e-02
1.3499999999999999,3.927322e-01,1.022434e-01,9.876994e-01,1.606936e-02,4.017574e-02
1.425,4.327909e-01,1.090116e-01,9.847807e-01,1.710266e-02,2.850712e-02
1.5,4.256987e-01,1.159736e-01,9.870355e-01,1.818050e-02,5.094650e-02
1.575,4.201171e-01,1.237029e-01,1.026815e+00,1.914110e-02,4.266410e-02
1.65,4.496252e-01,1.314244e-01,1.034504e+00,2.000318e-02,5.329746e-02
1.7249999999999999,4.424586e-01,1.394626e-01,1.040201e+00,2.095818e-02,5.242139e-02
1.7999999999999998,4.608744e-01,1.479703e-01,1.044555e+00,2.174528e-02,7.199778e-02
1.875,4.614966e-01,1.565100e-01,1.049512e+00,2.249510e-02,8.582133e-02
1.95,4.496641e-01,1.655256e-01,1.065274e+00,2.318089e-02,8.340672e-02
2.025,4.564590e-01,1.746366e-01,1.079226e+00,2.377561e-02,1.010598e-01
2.1,4.835849e-01,1.840471e-01,1.089314e+00,2.469630e-02,9.431596e-02
2.175,4.968897e-01,1.933281e-01,1.094784e+00,2.547930e-02,8.962850e-02
2.25,4.937780e-01,2.026899e-01,1.102435e+00,2.625886e-02,9.548104e-02
2.3249999999999997,5.106135e-01,2.121508e-01,1.120324e+00,2.696070e-02,9.225055e-02
2.4,5.225038e-01,2.215125e-01,1.133791e+00,2.755138e-02,1.020840e-01
2.475,5.518872e-01,2.316989e-01,1.139108e+00,2.830157e-02,7.195732e-02
2.55,5.425038e-01,2.417594e-01,1.160193e+00,2.897913e-02,9.609607e-02
2.625,5.415579e-01,2.519279e-01,1.171359e+00,2.948554e-02,7.803458e-02
2.6999999999999997,5.432927e-01,2.618813e-01,1.184612e+00,2.998862e-02,1.049075e-01
2.775,5.838140e-01,2.717032e-01,1.177065e+00,3.034646e-02,9.701504e-02
2.85,6.112429e-01,2.807657e-01,1.176060e+00,3.066773e-02,8.116325e-02
2.925,6.004491e-01,2.897291e-01,1.146185e+00,3.076843e-02,7.445068e-02
3.0,6.283142e-01,2.990032e-01,1.098941e+00,3.111474e-02,6.825718e-02
3.0749999999999997,6.030259e-01,3.089800e-01,1.105302e+00,3.129520e-02,7.311508e-02
3.15,6.397276e-01,3.189215e-01,1.072082e+00,3.163082e-02,5.081326e-02
3.225,6.424260e-01,3.298147e-01,1.062212e+00,3.219062e-02,5.972615e-02
3.3,6.555018e-01,3.405287e-01,1.039807e+00,3.258747e-02,6.172062e-02
3.375,6.604935e-01,3.513070e-01,1.017629e+00,3.300465e-02,6.213170e-02
3.4499999999999997,6.731850e-01,3.623726e-01,9.767062e-01,3.348321e-02,4.757808e-02
3.525,6.943817e-01,3.732299e-01,9.715647e-01,3.385550e-02,1.819722e-02
3.5999999999999996,7.101511e-01,3.844757e-01,9.928899e-01,3.415723e-02,3.236198e-03
3.675,6.824437e-01,3.954513e-01,1.018648e+00,3.450806e-02,-3.761679e-02
3.75,7.083954e-01,4.075792e-01,1.031780e+00,3.486507e-02,-2.934218e-02
