lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,1.704496e-01,1.877592e-02,0.000000e+00,0.000000e+00,1.223694e-02
0.15,2.197674e-01,3.873519e-02,4.075372e-01,3.491525e-03,1.174881e-02
0.22499999999999998,2.607613e-01,5.978864e-02,6.883944e-01,6.853391e-03,1.411309e-02
0.3,2.744644e-01,7.892536e-02,9.665948e-01,1.001839e-02,7.611169e-03
0.375,2.890698e-01,9.819476e-02,1.243218e+00,1.331603e-02,5.219534e-03
0.44999999999999996,3.015154e-01,1.171471e-01,1.550604e+00,1.650771e-02,1.774432e-02
0.525,3.165329e-01,1.372582e-01,1.884246e+00,1.968938e-02,1.504651e-02
0.6,3.471551e-01,1.543409e-01,2.206590e+00,2.297239e-02,1.342748e-02
0.6749999999999999,3.648027e-01,1.718659e-01,2.575953e+00,2.629117e-02,2.774268e-02
0.75,3.744656e-01,1.893210e-01,2.893980e+00,2.965267e-02,5.082209e-02
0.825,3.819282e-01,2.070786e-01,3.153092e+00,3.311346e-02,7.287501e-02
0.8999999999999999,3.867132e-01,2.240220e-01,3.384650e+00,3.684636e-02,7.351118e-02
0.975,3.666693e-01,2.407836e-01,3.599058e+00,4.015655e-02,6.667078e-02
1.05,3.819954e-01,2.543169e-01,3.805100e+00,4.364752e-02,8.759461e-02
1.125,3.691070e-01,2.674848e-01,4.026291e+00,4.716055e-02,8.110441e-02
1.2,3.673586e-01,2.815216e-01,4.215108e+00,5.052709e-02,7.208906e-02
1.275,3.660229e-01,2.953514e-01,4.424062e+00,5.388138e-02,7.409913e-02
1.3499999999999999,3.794915e-01,3.084864e-01,4.674743e+00,5.702309e-02,9.719431e-02
1.425,3.989339e-01,3.210052e-01,4.954182e+00,6.020377e-02,1.255574e-01
1.5,4.077198e-01,3.330820e-01,5.187171e+00,6.316784e-02,1.252958e-01
1.575,4.251339e-01,3.459125e-01,5.547463e+00,6.651925e-02,1.389025e-01
1.65,4.080055e-01,3.586064e-01,5.904066e+00,6.953087e-02,1.282481e-01
1.7249999999999999,4.186255e-01,3.692777e-01,6.259793e+00,7.233109e-02,1.305604e-01
1.7999999999999998,4.183237e-01,3.788252e-01,6.620121e+00,7.538944e-02,1.502115e-01
1.875,4.154941e-01,3.889220e-01,6.995953e+00,7.796739e-02,1.968566e-01
1.95,4.202582e-01,3.994966e-01,7.444997e+00,8.085843e-02,2.177632e-01
2.025,4.548936e-01,4.125766e-01,7.900799e+00,8.387113e-02,1.815318e-01
2.1,4.589039e-01,4.223122e-01,8.378672e+00,8.733211e-02,1.818306e-01
2.175,4.680024e-01,4.317371e-01,8.765628e+00,9.055193e-02,1.605419e-01
2.25,4.430662e-01,4.408959e-01,9.185020e+00,9.396713e-02,1.807534e-01
2.3249999999999997,4.594988e-01,4.498865e-01,9.596624e+00,9.757027e-02,1.946663e-01
2.4,4.416059e-01,4.598978e-01,9.915597e+00,1.008882e-01,2.096912e-01
2.475,4.324131e-01,4.688525e-01,1.025323e+01,1.043388e-01,2.075462e-01
2.55,4.463559e-01,4.794648e-01,1.057693e+01,1.076070e-01,2.283258e-01
2.625,4.515499e-01,4.915761e-01,1.084383e+01,1.106732e-01,2.380128e-01
2.6999999999999997,4.634646e-01,4.995682e-01,1.104966e+01,1.143221e-01,2.443966e-01
2.775,4.417571e-01,5.050216e-01,1.127619e+01,1.178325e-01,2.487835e-01
2.85,4.318149e-01,5.100499e-01,1.154491e+01,1.214371e-01,2.995004e-01
2.925,4.263527e-01,5.160402e-01,1.179910e+01,1.249015e-01,3.025669e-01
3.0,4.089717e-01,5.220385e-01,1.207027e+01,1.281401e-01,2.807302e-01
3.0749999999999997,4.140687e-01,5.300881e-01,1.241203e+01,1.315393e-01,2.839282e-01
3.15,4.092391e-01,5.389133e-01,1.273859e+01,1.346286e-01,2.962630e-01
3.225,3.874606e-01,5.485587e-01,1.306812e+01,1.377767e-01,3.281920e-01
3.3,3.865874e-01,5.587028e-01,1.338922e+01,1.413055e-01,3.438444e-01
3.375,3.754623e-01,5.703997e-01,1.367454e+01,1.452797e-01,3.468933e-01
3.4499999999999997,3.622681e-01,5.816150e-01,1.402270e+01,1.491347e-01,3.285360e-01
3.525,3.563561e-01,5.959478e-01,1.441123e+01,1.528670e-01,3.335714e-01
3.5999999999999996,3.453154e-01,6.106168e-01,1.479682e+01,1.565024e-01,3.429867e-01
3.675,3.527917e-01,6.286698e-01,1.517523e+01,1.597246e-01,3.764720e-01
3.75,3.441792e-01,6.488996e-01,1.549455e+01,1.631380e-01,4.119671e-01
