lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-longitudinal [rad^2], MSAD-transversal [rad^2],MLAD [um x rad]
0.075,7.044282e-02,8.741830e-03,0.000000e+00,0.000000e+00,-9.157127e-03
0.15,8.419479e-02,1.653485e-02,3.025514e-01,1.652772e-03,-2.627667e-02
0.22499999999999998,1.073326e-01,2.430262e-02,3.860360e-01,2.805116e-03,-2.667240e-02
0.3,1.196768e-01,3.220734e-02,4.685163e-01,3.997180e-03,-2.121628e-02
0.375,1.358620e-01,3.907868e-02,6.393837e-01,5.299842e-03,-1.248472e-02
0.44999999999999996,1.325784e-01,4.652301e-02,7.400455e-01,6.576935e-03,1.962069e-04
0.525,1.453921e-01,5.427870e-02,9.084352e-01,7.895014e-03,-1.233993e-03
0.6,1.541548e-01,6.299977e-02,1.116804e+00,9.414751e-03,3.187132e-03
0.6749999999999999,1.583652e-01,7.134736e-02,1.305620e+00,1.090391e-02,1.217752e-02
0.75,1.726887e-01,7.984976e-02,1.551666e+00,1.204815e-02,1.440408e-02
0.825,1.899235e-01,8.890879e-02,1.773016e+00,1.347722e-02,1.943781e-02
0.8999999999999999,1.940654e-01,9.710907e-02,2.008543e+00,1.470175e-02,2.603622e-02
0.975,2.024407e-01,1.054226e-01,2.259038e+00,1.595486e-02,4.036576e-02
1.05,1.912049e-01,1.137170e-01,2.531464e+00,1.719865e-02,5.001343e-02
1.125,1.873106e-01,1.220006e-01,2.808428e+00,1.846650e-02,5.869442e-02
1.2,1.843460e-01,1.298472e-01,3.090427e+00,1.988665e-02,8.037732e-02
1.275,1.801606e-01,1.385875e-01,3.350927e+00,2.120487e-02,9.613438e-02
1.3499999999999999,1.722247e-01,1.476084e-01,3.601729e+00,2.263517e-02,1.153166e-01
1.425,1.821150e-01,1.550150e-01,3.881007e+00,2.418492e-02,1.281338e-01
1.5,1.745742e-01,1.624968e-01,4.135262e+00,2.573672e-02,1.432081e-01
1.575,1.765607e-01,1.690815e-01,4.362411e+00,2.746171e-02,1.744824e-01
1.65,1.893437e-01,1.765638e-01,4.559817e+00,2.911963e-02,1.871658e-01
1.7249999999999999,1.969075e-01,1.839907e-01,4.804369e+00,3.073624e-02,2.045151e-01
1.7999999999999998,1.948944e-01,1.923517e-01,5.005521e+00,3.225662e-02,2.396707e-01
1.875,1.967133e-01,2.019771e-01,5.160401e+00,3.387753e-02,2.690198e-01
1.95,1.969134e-01,2.112164e-01,5.391331e+00,3.503311e-02,2.739268e-01
2.025,1.988373e-01,2.200379e-01,5.552620e+00,3.600877e-02,3.039992e-01
2.1,2.081452e-01,2.276132e-01,5.641791e+00,3.675842e-02,3.049467e-01
2.175,2.282003e-01,2.346405e-01,5.768069e+00,3.757141e-02,3.226876e-01
2.25,2.248462e-01,2.422303e-01,5.903069e+00,3.829981e-02,3.550603e-01
2.3249999999999997,2.306853e-01,2.494155e-01,5.999446e+00,3.899719e-02,3.696760e-01
2.4,2.389051e-01,2.560040e-01,6.089115e+00,3.978917e-02,3.805692e-01
2.475,2.445494e-01,2.622887e-01,6.200764e+00,4.051384e-02,4.013565e-01
2.55,2.435864e-01,2.701849e-01,6.279089e+00,4.116420e-02,4.051250e-01
2.625,2.371803e-01,2.790807e-01,6.407142e+00,4.182047e-02,4.291467e-01
2.6999999999999997,2.445719e-01,2.876449e-01,6.486025e+00,4.261609e-02,4.623849e-01
2.775,2.491343e-01,2.967796e-01,6.629536e+00,4.325967e-02,4.840272e-01
2.85,2.546493e-01,3.044760e-01,6.733053e+00,4.412321e-02,4.931201e-01
2.925,2.617043e-01,3.124360e-01,6.856541e+00,4.489420e-02,5.172756e-01
3.0,2.543028e-01,3.203434e-01,7.009012e+00,4.549449e-02,5.287167e-01
3.0749999999999997,2.452925e-01,3.289506e-01,7.136006e+00,4.610308e-02,5.512128e-01
3.15,2.518722e-01,3.376712e-01,7.305559e+00,4.664139e-02,5.626091e-01
3.225,2.500700e-01,3.465986e-01,7.418254e+00,4.732824e-02,5.907148e-01
3.3,2.492608e-01,3.563057e-01,7.617422e+00,4.788721e-02,6.022603e-01
3.375,2.614544e-01,3.670343e-01,7.743231e+00,4.852140e-02,6.473788e-01
3.4499999999999997,2.555126e-01,3.777779e-01,7.882050e+00,4.861884e-02,6.758942e-01
3.525,2.597415e-01,3.867553e-01,8.037181e+00,4.862813e-02,6.771060e-01
3.5999999999999996,2.568880e-01,3.946303e-01,8.177318e+00,4.872773e-02,7.125044e-01
3.675,2.647129e-01,4.038136e-01,8.298145e+00,4.893478e-02,7.324709e-01
3.75,2.689891e-01,4.137687e-01,8.435553e+00,4.923476e-02,7.492743e-01
