lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,6.951346e-02,1.073422e-02,0.000000e+00,0.000000e+00,-4.514279e-03
0.15,1.141109e-01,2.083436e-02,2.907463e-01,2.889688e-03,-2.012618e-03
0.22499999999999998,1.418130e-01,2.936619e-02,4.629245e-01,5.953405e-03,7.843532e-03
0.3,1.595387e-01,3.750519e-02,6.146772e-01,8.957435e-03,1.292181e-02
0.375,1.895764e-01,4.591994e-02,7.985596e-01,1.188370e-02,1.344398e-02
0.44999999999999996,2.307473e-01,5.580277e-02,9.637349e-01,1.446744e-02,2.436120e-02
0.525,2.666180e-01,6.641215e-02,1.139871e+00,1.733848e-02,4.004715e-03
0.6,2.917103e-01,7.683421e-02,1.374246e+00,2.038739e-02,1.414966e-02
0.6749999999999999,3.002407e-01,8.895614e-02,1.496263e+00,2.336498e-02,1.190620e-02
0.75,3.292042e-01,1.009417e-01,1.657960e+00,2.630958e-02,-2.682282e-03
0.825,3.502599e-01,1.136095e-01,1.820700e+00,2.945987e-02,-1.888671e-02
0.8999999999999999,3.599787e-01,1.265203e-01,1.962267e+00,3.311984e-02,-1.303808e-02
0.975,3.588314e-01,1.403206e-01,2.138486e+00,3.708047e-02,-5.369226e-03
1.05,3.755469e-01,1.549673e-01,2.299533e+00,4.090161e-02,-7.964270e-03
1.125,3.859355e-01,1.699528e-01,2.451186e+00,4.474327e-02,-9.801537e-03
1.2,3.830668e-01,1.849088e-01,2.638544e+00,4.854048e-02,8.043352e-03
1.275,3.690788e-01,1.988485e-01,2.847542e+00,5.213219e-02,2.144816e-02
1.3499999999999999,3.670995e-01,2.137396e-01,3.044879e+00,5.606672e-02,3.184851e-02
1.425,3.719987e-01,2.288574e-01,3.212122e+00,6.017123e-02,5.125640e-02
1.5,3.730956e-01,2.445462e-01,3.361116e+00,6.400975e-02,8.075762e-02
1.575,3.642678e-01,2.614091e-01,3.531852e+00,6.748308e-02,1.103556e-01
1.65,3.391761e-01,2.780222e-01,3.720829e+00,7.089095e-02,1.241137e-01
1.7249999999999999,3.424675e-01,2.956355e-01,3.894561e+00,7.429143e-02,1.278878e-01
1.7999999999999998,3.465391e-01,3.136696e-01,4.073422e+00,7.753121e-02,1.451085e-01
1.875,3.419925e-01,3.312789e-01,4.225699e+00,8.044174e-02,1.570448e-01
1.95,3.274767e-01,3.504621e-01,4.393767e+00,8.345324e-02,1.492713e-01
2.025,3.305208e-01,3.700975e-01,4.546916e+00,8.683772e-02,1.550328e-01
2.1,3.547470e-01,3.912024e-01,4.719208e+00,9.043373e-02,1.627449e-01
2.175,3.739908e-01,4.124387e-01,4.942844e+00,9.412155e-02,1.594680e-01
2.25,3.876020e-01,4.315916e-01,5.126104e+00,9.805128e-02,1.662607e-01
2.3249999999999997,3.978098e-01,4.511574e-01,5.325782e+00,1.020681e-01,1.515321e-01
2.4,4.180289e-01,4.723362e-01,5.626269e+00,1.062822e-01,1.316704e-01
2.475,4.280393e-01,4.953999e-01,5.924573e+00,1.101638e-01,1.310207e-01
2.55,4.290867e-01,5.166351e-01,6.230808e+00,1.143411e-01,1.415867e-01
2.625,4.337614e-01,5.390717e-01,6.559151e+00,1.186832e-01,1.271597e-01
2.6999999999999997,4.360550e-01,5.614244e-01,6.897994e+00,1.230865e-01,1.164897e-01
2.775,4.451001e-01,5.846290e-01,7.266637e+00,1.273772e-01,9.885912e-02
2.85,4.550745e-01,6.094276e-01,7.644625e+00,1.314261e-01,8.561185e-02
2.925,4.683722e-01,6.328202e-01,7.987195e+00,1.354667e-01,9.913944e-02
3.0,4.734475e-01,6.551269e-01,8.346944e+00,1.398320e-01,8.759081e-02
3.0749999999999997,4.892405e-01,6.774684e-01,8.696862e+00,1.441545e-01,6.276431e-02
3.15,5.066404e-01,7.000147e-01,9.095254e+00,1.485982e-01,6.869231e-02
3.225,5.121033e-01,7.230111e-01,9.501390e+00,1.527039e-01,8.690824e-02
3.3,5.081231e-01,7.446292e-01,9.914473e+00,1.566244e-01,9.385425e-02
3.375,5.067376e-01,7.682356e-01,1.034497e+01,1.604651e-01,9.183658e-02
3.4499999999999997,4.906614e-01,7.925293e-01,1.076274e+01,1.637360e-01,8.759435e-02
3.525,4.736771e-01,8.155928e-01,1.119467e+01,1.675103e-01,8.754728e-02
3.5999999999999996,4.650263e-01,8.382423e-01,1.162292e+01,1.707627e-01,9.054734e-02
3.675,4.537931e-01,8.618761e-01,1.202860e+01,1.734064e-01,6.395458e-02
3.75,4.413405e-01,8.846149e-01,1.246435e+01,1.755626e-01,4.527395e-02
