lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,2.313612e-01,5.662442e-03,0.000000e+00,0.000000e+00,-3.024246e-03
0.15,2.076810e-01,1.061593e-02,2.169563e-01,9.521494e-04,-9.307872e-03
0.22499999999999998,2.478968e-01,1.520080e-02,3.303590e-01,1.660529e-03,-2.301198e-02
0.3,2.416547e-01,1.927566e-02,4.507312e-01,2.474381e-03,-2.570078e-02
0.375,2.469326e-01,2.353379e-02,5.877622e-01,3.317526e-03,-3.004130e-02
0.44999999999999996,2.586810e-01,2.805507e-02,7.182467e-01,4.217455e-03,-2.918840e-02
0.525,2.743822e-01,3.265674e-02,8.795790e-01,5.127564e-03,-9.503345e-03
0.6,2.587137e-01,3.633343e-02,1.043551e+00,6.111259e-03,-7.433377e-03
0.6749999999999999,2.752830e-01,3.889660e-02,1.193753e+00,7.062786e-03,5.533956e-03
0.75,2.776662e-01,4.107255e-02,1.356263e+00,8.086549e-03,-5.333428e-04
0.825,2.525497e-01,4.324472e-02,1.529464e+00,9.204962e-03,-8.037622e-03
0.8999999999999999,3.054662e-01,4.601098e-02,1.776464e+00,1.023821e-02,-1.886171e-02
0.975,2.977120e-01,4.960387e-02,2.026518e+00,1.124322e-02,-4.714895e-02
1.05,3.099889e-01,5.352713e-02,2.314502e+00,1.213708e-02,-3.788549e-02
1.125,3.261765e-01,5.743621e-02,2.576922e+00,1.311740e-02,-5.181807e-02
1.2,3.229220e-01,6.048078e-02,2.829823e+00,1.404860e-02,-7.094566e-02
1.275,3.289993e-01,6.431590e-02,3.101607e+00,1.502380e-02,-7.840015e-02
1.3499999999999999,3.338587e-01,6.825936e-02,3.367217e+00,1.613380e-02,-1.037952e-01
1.425,3.298613e-01,7.252621e-02,3.642309e+00,1.716936e-02,-1.151397e-01
1.5,3.542853e-01,7.664295e-02,3.927878e+00,1.810797e-02,-1.235985e-01
1.575,3.447852e-01,8.005641e-02,4.247590e+00,1.902497e-02,-1.353651e-01
1.65,3.388486e-01,8.357423e-02,4.561365e+00,1.991325e-02,-1.446344e-01
1.7249999999999999,3.522762e-01,8.787839e-02,4.886180e+00,2.084541e-02,-1.606137e-01
1.7999999999999998,3.384646e-01,9.289582e-02,5.231725e+00,2.174183e-02,-1.686363e-01
1.875,3.349467e-01,9.836134e-02,5.547581e+00,2.266146e-02,-1.812790e-01
1.95,3.872219e-01,1.036692e-01,5.871563e+00,2.338709e-02,-1.804336e-01
2.025,3.820465e-01,1.087729e-01,6.207714e+00,2.411248e-02,-2.015362e-01
2.1,3.953745e-01,1.144737e-01,6.528740e+00,2.488457e-02,-2.019906e-01
2.175,3.749463e-01,1.197749e-01,6.865386e+00,2.543810e-02,-2.185832e-01
2.25,4.149104e-01,1.248902e-01,7.173767e+00,2.615310e-02,-2.204639e-01
2.3249999999999997,3.972067e-01,1.301209e-01,7.476517e+00,2.681643e-02,-2.340410e-01
2.4,4.074829e-01,1.349373e-01,7.792534e+00,2.747901e-02,-2.498141e-01
2.475,3.944525e-01,1.399131e-01,8.101788e+00,2.802193e-02,-2.592507e-01
2.55,4.059536e-01,1.444514e-01,8.392732e+00,2.858346e-02,-2.588223e-01
2.625,4.065823e-01,1.483572e-01,8.678682e+00,2.896198e-02,-3.066095e-01
2.6999999999999997,4.316173e-01,1.523797e-01,8.953836e+00,2.942875e-02,-2.998969e-01
2.775,4.439964e-01,1.569274e-01,9.214870e+00,2.983187e-02,-3.348953e-01
2.85,4.609438e-01,1.616620e-01,9.461137e+00,3.033984e-02,-3.512041e-01
2.925,4.522122e-01,1.675137e-01,9.679440e+00,3.077890e-02,-3.650101e-01
3.0,4.733112e-01,1.728608e-01,9.902896e+00,3.110981e-02,-3.884355e-01
3.0749999999999997,4.809182e-01,1.786867e-01,1.007269e+01,3.140664e-02,-3.903622e-01
3.15,4.820150e-01,1.849426e-01,1.026625e+01,3.170741e-02,-4.299725e-01
3.225,4.735037e-01,1.914164e-01,1.045706e+01,3.205086e-02,-4.501844e-01
3.3,4.968874e-01,1.985624e-01,1.063087e+01,3.237980e-02,-4.876345e-01
3.375,4.807347e-01,2.060722e-01,1.084245e+01,3.288516e-02,-4.968193e-01
3.4499999999999997,5.136413e-01,2.129717e-01,1.101442e+01,3.343347e-02,-5.231146e-01
3.525,5.159976e-01,2.191320e-01,1.118406e+01,3.405481e-02,-5.222769e-01
3.5999999999999996,5.231975e-01,2.250852e-01,1.137902e+01,3.464948e-02,-5.512305e-01
3.675,5.466028e-01,2.314318e-01,1.154196e+01,3.525548e-02,-5.491532e-01
3.75,5.336027e-01,2.373932e-01,1.167295e+01,3.577034e-02,-5.696793e-01
