lag time [sec], MSD-longitudinal [um^2],MSD-transverse [um^2],MSAD-longitudinal [rad^2], MSAD-transverse [rad^2],MLAD [um x rad]
0.075,2.757942e-02,5.285333e-03,0.000000e+00,0.000000e+00,2.918395e-03
0.15,4.294574e-02,1.006867e-02,2.977236e-01,1.467686e-03,-7.833246e-03
0.22499999999999998,5.142730e-02,1.532030e-02,3.358251e-01,2.938921e-03,-4.810677e-03
0.3,5.718027e-02,1.992644e-02,4.336874e-01,4.372038e-03,6.691598e-03
0.375,6.540710e-02,2.282151e-02,4.438241e-01,5.768349e-03,1.127137e-02
0.44999999999999996,7.337928e-02,2.580555e-02,4.918689e-01,7.015041e-03,4.843684e-03
0.525,8.157675e-02,2.836036e-02,5.027359e-01,8.377022e-03,-1.104179e-03
0.6,8.686552e-02,3.118355e-02,5.043197e-01,9.801632e-03,1.438056e-03
0.6749999999999999,9.283537e-02,3.376070e-02,5.371545e-01,1.112397e-02,4.256294e-03
0.75,9.843012e-02,3.669307e-02,4.929553e-01,1.230333e-02,1.545004e-03
0.825,1.018983e-01,3.972165e-02,5.319954e-01,1.352860e-02,4.816675e-03
0.8999999999999999,1.079571e-01,4.257386e-02,5.537504e-01,1.461913e-02,1.419793e-02
0.975,1.165443e-01,4.560536e-02,6.087533e-01,1.586192e-02,1.438042e-02
1.05,1.276322e-01,4.840978e-02,6.121432e-01,1.733392e-02,1.358044e-02
1.125,1.357650e-01,5.161874e-02,6.847460e-01,1.888827e-02,1.471768e-02
1.2,1.388399e-01,5.493864e-02,7.789922e-01,2.043877e-02,1.941655e-02
1.275,1.470418e-01,5.801516e-02,7.948240e-01,2.219253e-02,2.749617e-02
1.3499999999999999,1.556979e-01,6.078485e-02,7.649083e-01,2.379989e-02,4.896023e-02
1.425,1.637789e-01,6.287501e-02,7.842539e-01,2.561965e-02,4.056630e-02
1.5,1.732298e-01,6.525683e-02,7.998002e-01,2.732776e-02,3.354814e-02
1.575,1.824132e-01,6.837648e-02,8.251339e-01,2.888965e-02,2.817539e-02
1.65,1.941120e-01,7.219453e-02,8.639775e-01,3.039673e-02,4.140015e-02
1.7249999999999999,2.071309e-01,7.571609e-02,8.923419e-01,3.172672e-02,4.050775e-02
1.7999999999999998,2.183004e-01,7.910093e-02,9.030931e-01,3.316572e-02,4.534171e-02
1.875,2.287389e-01,8.221039e-02,9.958920e-01,3.487768e-02,3.877641e-02
1.95,2.389806e-01,8.548954e-02,1.034369e+00,3.652141e-02,3.912615e-02
2.025,2.478813e-01,8.811645e-02,1.140680e+00,3.801519e-02,3.427890e-02
2.1,2.590129e-01,9.099924e-02,1.130551e+00,3.958299e-02,2.556017e-02
2.175,2.715919e-01,9.333620e-02,1.175620e+00,4.148976e-02,2.186380e-02
2.25,2.837747e-01,9.556253e-02,1.193700e+00,4.361680e-02,1.585113e-02
2.3249999999999997,2.986749e-01,9.752060e-02,1.170123e+00,4.570372e-02,1.947660e-02
2.4,3.153898e-01,9.905483e-02,1.176838e+00,4.788405e-02,4.113599e-03
2.475,3.315158e-01,1.002898e-01,1.228365e+00,5.017797e-02,-3.915620e-03
2.55,3.434407e-01,1.019150e-01,1.259318e+00,5.245298e-02,-7.711987e-04
2.625,3.509519e-01,1.035623e-01,1.311262e+00,5.473633e-02,1.247203e-02
2.6999999999999997,3.637325e-01,1.061647e-01,1.366510e+00,5.699504e-02,1.686331e-02
2.775,3.834767e-01,1.088291e-01,1.406733e+00,5.919722e-02,1.506374e-02
2.85,4.014740e-01,1.110382e-01,1.457416e+00,6.154801e-02,2.127374e-02
2.925,4.191004e-01,1.134859e-01,1.524088e+00,6.391730e-02,3.287676e-02
3.0,4.355619e-01,1.166917e-01,1.533472e+00,6.617108e-02,1.874584e-02
3.0749999999999997,4.483720e-01,1.191604e-01,1.528403e+00,6.834480e-02,1.178038e-02
3.15,4.623918e-01,1.219417e-01,1.519317e+00,7.042392e-02,9.226160e-03
3.225,4.702424e-01,1.244100e-01,1.508390e+00,7.232940e-02,1.781346e-02
3.3,4.812138e-01,1.263139e-01,1.530485e+00,7.426705e-02,3.372236e-03
3.375,4.982948e-01,1.295050e-01,1.546266e+00,7.641661e-02,6.447466e-03
3.4499999999999997,5.125123e-01,1.330666e-01,1.627575e+00,7.829021e-02,-1.858228e-02
3.525,5.214003e-01,1.369218e-01,1.688331e+00,8.013077e-02,-7.016975e-03
3.5999999999999996,5.298293e-01,1.404868e-01,1.686834e+00,8.210658e-02,-8.876794e-03
3.675,5.442112e-01,1.453750e-01,1.710688e+00,8.408148e-02,-5.800398e-03
3.75,5.623572e-01,1.501018e-01,1.759354e+00,8.609185e-02,-2.069019e-02
