lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.322967e-02,5.642806e-03,0.000000e+00
0.375,2.440154e-02,1.166726e-02,8.965182e-04
0.5625,3.665423e-02,1.687510e-02,1.907687e-03
0.75,4.820101e-02,2.246828e-02,2.925880e-03
0.9375,5.827585e-02,2.705240e-02,3.967489e-03
1.125,6.915654e-02,3.170446e-02,4.995199e-03
1.3125,7.924291e-02,3.740825e-02,6.059404e-03
1.5,9.036405e-02,4.253365e-02,7.168318e-03
1.6875,9.911627e-02,4.732443e-02,8.353465e-03
1.875,1.076490e-01,5.262324e-02,9.565321e-03
2.0625,1.144612e-01,5.814943e-02,1.086041e-02
2.25,1.232226e-01,6.309543e-02,1.203939e-02
2.4375,1.324886e-01,6.814820e-02,1.320458e-02
2.625,1.425922e-01,7.295552e-02,1.423056e-02
2.8125,1.544153e-01,7.869731e-02,1.528999e-02
3.0,1.645046e-01,8.459834e-02,1.649478e-02
3.1875,1.752370e-01,9.028195e-02,1.764977e-02
3.375,1.845621e-01,9.615453e-02,1.877951e-02
3.5625,1.964286e-01,1.020349e-01,1.987341e-02
3.75,2.074429e-01,1.081988e-01,2.092494e-02
3.9375,2.177726e-01,1.157692e-01,2.198657e-02
4.125,2.297209e-01,1.222025e-01,2.297365e-02
4.3125,2.412596e-01,1.288341e-01,2.397614e-02
4.5,2.519872e-01,1.356491e-01,2.493632e-02
4.6875,2.616622e-01,1.413746e-01,2.576675e-02
4.875,2.718524e-01,1.481759e-01,2.666423e-02
5.0625,2.830242e-01,1.545558e-01,2.772958e-02
5.25,2.928151e-01,1.607502e-01,2.876381e-02
5.4375,3.048366e-01,1.664279e-01,2.985489e-02
5.625,3.169080e-01,1.725163e-01,3.093926e-02
5.8125,3.304883e-01,1.784380e-01,3.187518e-02
6.0,3.428570e-01,1.825547e-01,3.285478e-02
6.1875,3.557271e-01,1.867074e-01,3.384089e-02
6.375,3.722818e-01,1.903835e-01,3.485040e-02
6.5625,3.861944e-01,1.928392e-01,3.605096e-02
6.75,4.007136e-01,1.964792e-01,3.721725e-02
6.9375,4.140403e-01,2.002563e-01,3.822532e-02
7.125,4.277586e-01,2.044764e-01,3.906772e-02
7.3125,4.410826e-01,2.091816e-01,3.986927e-02
7.5,4.550890e-01,2.135883e-01,4.069661e-02
7.6875,4.687790e-01,2.165609e-01,4.155616e-02
7.875,4.821944e-01,2.209635e-01,4.236161e-02
8.0625,4.984231e-01,2.264007e-01,4.315305e-02
8.25,5.126737e-01,2.314286e-01,4.393223e-02
8.4375,5.281158e-01,2.373224e-01,4.459646e-02
8.625,5.427791e-01,2.429792e-01,4.531493e-02
8.8125,5.563637e-01,2.488730e-01,4.597096e-02
9.0,5.717725e-01,2.563659e-01,4.670465e-02
9.1875,5.852664e-01,2.631158e-01,4.738815e-02
9.375,5.983779e-01,2.693475e-01,4.797396e-02
