lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.943365e-02,5.698146e-03,0.000000e+00
0.375,3.314353e-02,1.192778e-02,1.406000e-03
0.5625,4.546044e-02,1.756456e-02,2.757950e-03
0.75,5.865676e-02,2.305405e-02,4.180051e-03
0.9375,7.099191e-02,2.947564e-02,5.790118e-03
1.125,8.086536e-02,3.488744e-02,7.272134e-03
1.3125,9.246744e-02,4.106599e-02,8.985782e-03
1.5,1.078486e-01,4.699703e-02,1.058696e-02
1.6875,1.216438e-01,5.273013e-02,1.233127e-02
1.875,1.356366e-01,5.860550e-02,1.387802e-02
2.0625,1.519633e-01,6.409720e-02,1.564768e-02
2.25,1.616160e-01,6.938046e-02,1.749364e-02
2.4375,1.698591e-01,7.579010e-02,1.904342e-02
2.625,1.836814e-01,8.298780e-02,2.077204e-02
2.8125,1.933560e-01,9.052606e-02,2.251297e-02
3.0,2.092168e-01,9.992630e-02,2.445241e-02
3.1875,2.274572e-01,1.080655e-01,2.663065e-02
3.375,2.459454e-01,1.153023e-01,2.884687e-02
3.5625,2.619071e-01,1.231878e-01,3.098193e-02
3.75,2.820507e-01,1.324782e-01,3.302340e-02
3.9375,3.004083e-01,1.396258e-01,3.517494e-02
4.125,3.141893e-01,1.479023e-01,3.710984e-02
4.3125,3.329287e-01,1.561352e-01,3.906232e-02
4.5,3.509158e-01,1.662996e-01,4.082154e-02
4.6875,3.624055e-01,1.765341e-01,4.239929e-02
4.875,3.756869e-01,1.861168e-01,4.392736e-02
5.0625,3.876740e-01,1.964231e-01,4.528900e-02
5.25,3.980767e-01,2.084661e-01,4.671336e-02
5.4375,4.068363e-01,2.200526e-01,4.798309e-02
5.625,4.135559e-01,2.312392e-01,4.926310e-02
5.8125,4.193101e-01,2.425573e-01,5.056824e-02
6.0,4.225433e-01,2.530519e-01,5.188078e-02
6.1875,4.311619e-01,2.617347e-01,5.314054e-02
6.375,4.366172e-01,2.710184e-01,5.422471e-02
6.5625,4.406614e-01,2.794857e-01,5.522427e-02
6.75,4.482590e-01,2.868977e-01,5.601676e-02
6.9375,4.543439e-01,2.957577e-01,5.668738e-02
7.125,4.649306e-01,3.039263e-01,5.737200e-02
7.3125,4.754497e-01,3.121080e-01,5.804283e-02
7.5,4.849733e-01,3.192155e-01,5.847724e-02
7.6875,4.964685e-01,3.266169e-01,5.883355e-02
7.875,5.069054e-01,3.334083e-01,5.927263e-02
8.0625,5.157168e-01,3.407964e-01,5.962043e-02
8.25,5.219760e-01,3.465176e-01,5.996651e-02
8.4375,5.287900e-01,3.517532e-01,6.036157e-02
8.625,5.349955e-01,3.568139e-01,6.058244e-02
8.8125,5.366840e-01,3.610996e-01,6.078076e-02
9.0,5.385513e-01,3.651607e-01,6.095128e-02
9.1875,5.412568e-01,3.703204e-01,6.095024e-02
9.375,5.417628e-01,3.763626e-01,6.096195e-02
