lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,2.330170e-02,9.740474e-03,3.993293e-03
0.375,4.559416e-02,2.050162e-02,8.471094e-03
0.5625,6.743793e-02,2.929297e-02,1.277325e-02
0.75,8.623583e-02,3.850834e-02,1.615114e-02
0.9375,1.037377e-01,4.546877e-02,1.841006e-02
1.125,1.194681e-01,5.471515e-02,2.012162e-02
1.3125,1.339327e-01,6.181841e-02,2.147345e-02
1.5,1.475698e-01,6.983041e-02,2.332397e-02
1.6875,1.605856e-01,7.865177e-02,2.712467e-02
1.875,1.696403e-01,8.559903e-02,3.136376e-02
2.0625,1.769130e-01,9.669876e-02,3.516746e-02
2.25,1.853308e-01,1.060851e-01,3.931955e-02
2.4375,1.946917e-01,1.171729e-01,4.327877e-02
2.625,2.026586e-01,1.291099e-01,4.691192e-02
2.8125,2.101329e-01,1.374827e-01,5.032780e-02
3.0,2.142526e-01,1.451493e-01,5.398694e-02
3.1875,2.236366e-01,1.531152e-01,5.761927e-02
3.375,2.384661e-01,1.632343e-01,6.145486e-02
3.5625,2.524579e-01,1.743187e-01,6.626043e-02
3.75,2.624487e-01,1.842540e-01,6.985324e-02
3.9375,2.719334e-01,1.976244e-01,7.258477e-02
4.125,2.815774e-01,2.107701e-01,7.416930e-02
4.3125,2.913320e-01,2.226573e-01,7.607708e-02
4.5,2.954260e-01,2.333310e-01,7.893424e-02
4.6875,3.068667e-01,2.422245e-01,8.143471e-02
4.875,3.187673e-01,2.507603e-01,8.440519e-02
5.0625,3.277797e-01,2.606682e-01,8.734241e-02
5.25,3.369660e-01,2.716810e-01,9.040265e-02
5.4375,3.480455e-01,2.840521e-01,9.210287e-02
5.625,3.578713e-01,2.984057e-01,9.404206e-02
5.8125,3.676614e-01,3.137503e-01,9.620518e-02
6.0,3.753432e-01,3.300468e-01,9.941288e-02
6.1875,3.861926e-01,3.456396e-01,1.023456e-01
6.375,3.962214e-01,3.607331e-01,1.057629e-01
6.5625,4.059757e-01,3.780380e-01,1.093834e-01
6.75,4.172061e-01,3.953495e-01,1.124594e-01
6.9375,4.219096e-01,4.154111e-01,1.149483e-01
7.125,4.242732e-01,4.344266e-01,1.174268e-01
7.3125,4.280495e-01,4.533912e-01,1.198628e-01
7.5,4.336253e-01,4.728159e-01,1.227049e-01
7.6875,4.431890e-01,4.913616e-01,1.260474e-01
7.875,4.557107e-01,5.103315e-01,1.298586e-01
8.0625,4.663117e-01,5.265283e-01,1.334685e-01
8.25,4.808960e-01,5.419887e-01,1.365063e-01
8.4375,4.946349e-01,5.607199e-01,1.396216e-01
8.625,5.032169e-01,5.791209e-01,1.424552e-01
8.8125,5.159051e-01,5.990153e-01,1.443236e-01
9.0,5.275096e-01,6.195922e-01,1.459650e-01
9.1875,5.383770e-01,6.401974e-01,1.478661e-01
9.375,5.501326e-01,6.588920e-01,1.508037e-01
