lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.813313e-02,8.419461e-03,2.444527e-03
0.375,3.750983e-02,1.594609e-02,5.366795e-03
0.5625,5.799867e-02,2.369686e-02,7.969689e-03
0.75,7.524813e-02,3.046970e-02,1.021525e-02
0.9375,8.679212e-02,3.225926e-02,1.254083e-02
1.125,9.601346e-02,3.193950e-02,1.403236e-02
1.3125,9.996693e-02,3.354425e-02,1.544916e-02
1.5,1.056463e-01,3.446263e-02,1.670304e-02
1.6875,1.035606e-01,3.953986e-02,1.764809e-02
1.875,9.957782e-02,4.353950e-02,1.849134e-02
2.0625,9.831977e-02,4.558931e-02,1.967700e-02
2.25,9.883056e-02,4.558237e-02,2.092088e-02
2.4375,1.023123e-01,4.380058e-02,2.134785e-02
2.625,1.075518e-01,4.359613e-02,2.178735e-02
2.8125,1.170857e-01,4.789771e-02,2.172521e-02
3.0,1.285797e-01,5.205556e-02,2.178383e-02
3.1875,1.371658e-01,5.473511e-02,2.176107e-02
3.375,1.462686e-01,5.663681e-02,2.230021e-02
3.5625,1.527741e-01,5.614165e-02,2.278018e-02
3.75,1.613165e-01,5.462610e-02,2.349435e-02
3.9375,1.701092e-01,5.571712e-02,2.434069e-02
4.125,1.817599e-01,5.817074e-02,2.609201e-02
4.3125,1.898455e-01,6.336894e-02,2.733339e-02
4.5,1.858904e-01,6.598123e-02,2.905161e-02
4.6875,1.790193e-01,6.871868e-02,3.067956e-02
4.875,1.709890e-01,7.098600e-02,3.179177e-02
5.0625,1.669117e-01,7.205587e-02,3.321679e-02
5.25,1.679942e-01,7.528187e-02,3.414119e-02
5.4375,1.703357e-01,7.968610e-02,3.436647e-02
5.625,1.755061e-01,8.088564e-02,3.454135e-02
5.8125,1.783482e-01,8.241852e-02,3.400602e-02
6.0,1.866431e-01,8.219757e-02,3.370956e-02
6.1875,1.999910e-01,7.939724e-02,3.383464e-02
6.375,2.135270e-01,7.880387e-02,3.341502e-02
6.5625,2.223614e-01,7.692345e-02,3.268108e-02
6.75,2.319256e-01,7.890800e-02,3.177673e-02
6.9375,2.377979e-01,8.209841e-02,3.070399e-02
7.125,2.323359e-01,8.550326e-02,3.017906e-02
7.3125,2.226618e-01,8.613200e-02,2.973845e-02
7.5,2.151287e-01,8.620689e-02,2.935301e-02
7.6875,2.082122e-01,8.439168e-02,2.915350e-02
7.875,1.986205e-01,8.475927e-02,2.962475e-02
8.0625,1.934929e-01,8.545209e-02,3.069623e-02
8.25,1.861541e-01,8.537645e-02,3.153959e-02
8.4375,1.746418e-01,8.413171e-02,3.231228e-02
8.625,1.746605e-01,8.474745e-02,3.313530e-02
8.8125,1.790151e-01,8.055190e-02,3.351456e-02
9.0,1.905110e-01,7.680506e-02,3.324073e-02
9.1875,2.011761e-01,7.533708e-02,3.237325e-02
9.375,2.088748e-01,7.438616e-02,3.142640e-02
