lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.760009e-02,5.761964e-03,7.760335e-04
0.375,3.044596e-02,1.164077e-02,1.759733e-03
0.5625,3.841920e-02,1.546119e-02,2.607553e-03
0.75,4.130020e-02,1.724977e-02,3.318326e-03
0.9375,4.345721e-02,2.044266e-02,4.150075e-03
1.125,4.731739e-02,2.210898e-02,4.973248e-03
1.3125,4.977840e-02,2.393095e-02,5.850478e-03
1.5,5.370736e-02,2.717592e-02,6.638575e-03
1.6875,6.511236e-02,3.213120e-02,7.418620e-03
1.875,6.998912e-02,3.484805e-02,8.199656e-03
2.0625,7.742003e-02,3.508530e-02,8.990703e-03
2.25,8.056478e-02,3.356290e-02,9.574731e-03
2.4375,7.959546e-02,3.474523e-02,1.031239e-02
2.625,7.681563e-02,3.583759e-02,1.115762e-02
2.8125,8.061269e-02,3.762084e-02,1.191679e-02
3.0,8.256403e-02,3.973433e-02,1.280055e-02
3.1875,8.314455e-02,4.190616e-02,1.372907e-02
3.375,8.030186e-02,4.232703e-02,1.458817e-02
3.5625,8.277141e-02,4.247768e-02,1.547297e-02
3.75,8.576996e-02,4.367609e-02,1.628436e-02
3.9375,8.731691e-02,4.588809e-02,1.690430e-02
4.125,8.574776e-02,4.745665e-02,1.759073e-02
4.3125,8.348718e-02,4.981096e-02,1.831954e-02
4.5,8.606139e-02,5.043354e-02,1.875191e-02
4.6875,9.290471e-02,5.333213e-02,1.909082e-02
4.875,9.471599e-02,5.617748e-02,1.961393e-02
5.0625,8.928132e-02,5.787132e-02,2.028609e-02
5.25,8.816149e-02,6.149300e-02,2.095130e-02
5.4375,9.401018e-02,6.758030e-02,2.159628e-02
5.625,9.979711e-02,6.892304e-02,2.212736e-02
5.8125,1.023318e-01,7.050309e-02,2.282937e-02
6.0,1.047293e-01,7.298673e-02,2.347753e-02
6.1875,1.097039e-01,7.644180e-02,2.389167e-02
6.375,1.131851e-01,7.753141e-02,2.425414e-02
6.5625,1.121675e-01,8.012497e-02,2.442493e-02
6.75,1.107902e-01,8.545251e-02,2.464686e-02
6.9375,1.113523e-01,9.200804e-02,2.460244e-02
7.125,1.122081e-01,9.412864e-02,2.438378e-02
7.3125,1.145357e-01,9.323183e-02,2.418728e-02
7.5,1.179679e-01,9.694247e-02,2.435967e-02
7.6875,1.211529e-01,9.850426e-02,2.449063e-02
7.875,1.248494e-01,9.624390e-02,2.497530e-02
8.0625,1.349117e-01,9.708969e-02,2.541481e-02
8.25,1.405325e-01,9.989241e-02,2.598057e-02
8.4375,1.442360e-01,9.862334e-02,2.648496e-02
8.625,1.470761e-01,8.954982e-02,2.682783e-02
8.8125,1.557192e-01,8.517219e-02,2.664787e-02
9.0,1.710004e-01,8.418621e-02,2.647976e-02
9.1875,1.845077e-01,8.261020e-02,2.609354e-02
9.375,1.896686e-01,8.249925e-02,2.518849e-02
