lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.503403e-02,6.583751e-03,1.337010e-03
0.375,2.690546e-02,1.319004e-02,2.756320e-03
0.5625,3.883829e-02,1.976696e-02,4.260193e-03
0.75,5.026244e-02,2.669475e-02,5.982895e-03
0.9375,6.018984e-02,3.199961e-02,7.882121e-03
1.125,6.780408e-02,3.820533e-02,1.004529e-02
1.3125,8.020609e-02,4.482396e-02,1.200178e-02
1.5,9.099636e-02,4.840421e-02,1.411371e-02
1.6875,1.043838e-01,5.185338e-02,1.605484e-02
1.875,1.161023e-01,5.399680e-02,1.771735e-02
2.0625,1.285785e-01,5.586838e-02,1.926262e-02
2.25,1.390305e-01,5.904571e-02,2.059092e-02
2.4375,1.483264e-01,6.081240e-02,2.197814e-02
2.625,1.593688e-01,6.347210e-02,2.313120e-02
2.8125,1.716378e-01,6.670216e-02,2.404179e-02
3.0,1.876203e-01,6.954348e-02,2.488745e-02
3.1875,2.069384e-01,7.128207e-02,2.599132e-02
3.375,2.247096e-01,7.510531e-02,2.690624e-02
3.5625,2.421786e-01,7.974032e-02,2.767865e-02
3.75,2.578609e-01,8.708638e-02,2.882321e-02
3.9375,2.749495e-01,9.529341e-02,2.993164e-02
4.125,2.874611e-01,1.026538e-01,3.073189e-02
4.3125,3.031031e-01,1.097772e-01,3.161973e-02
4.5,3.180666e-01,1.176252e-01,3.271079e-02
4.6875,3.331651e-01,1.252995e-01,3.353822e-02
4.875,3.447452e-01,1.335735e-01,3.389564e-02
5.0625,3.566769e-01,1.408602e-01,3.430740e-02
5.25,3.674412e-01,1.475863e-01,3.462485e-02
5.4375,3.778196e-01,1.548538e-01,3.472892e-02
5.625,3.837258e-01,1.635383e-01,3.470035e-02
5.8125,3.916655e-01,1.724319e-01,3.463038e-02
6.0,3.977668e-01,1.806592e-01,3.486760e-02
6.1875,4.075362e-01,1.873426e-01,3.478572e-02
6.375,4.144124e-01,1.947095e-01,3.497567e-02
6.5625,4.214879e-01,2.017974e-01,3.522903e-02
6.75,4.271185e-01,2.074154e-01,3.545038e-02
6.9375,4.321874e-01,2.136025e-01,3.576708e-02
7.125,4.414853e-01,2.217256e-01,3.583029e-02
7.3125,4.531577e-01,2.308349e-01,3.618303e-02
7.5,4.637045e-01,2.409098e-01,3.614984e-02
7.6875,4.761297e-01,2.516555e-01,3.606636e-02
7.875,4.841380e-01,2.613463e-01,3.561784e-02
8.0625,4.944896e-01,2.719925e-01,3.496028e-02
8.25,5.026696e-01,2.811570e-01,3.430501e-02
8.4375,5.110069e-01,2.901278e-01,3.336087e-02
8.625,5.179298e-01,2.991886e-01,3.255590e-02
8.8125,5.243200e-01,3.073841e-01,3.151432e-02
9.0,5.303558e-01,3.167152e-01,3.069310e-02
9.1875,5.368236e-01,3.271177e-01,3.001071e-02
9.375,5.411481e-01,3.339136e-01,2.979301e-02
