lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.084267e-02,8.252929e-03,9.457441e-04
0.375,1.699540e-02,1.656813e-02,2.011538e-03
0.5625,2.136117e-02,2.609712e-02,3.467673e-03
0.75,2.563688e-02,3.579403e-02,4.590680e-03
0.9375,3.053188e-02,4.486456e-02,5.613351e-03
1.125,3.721998e-02,5.373341e-02,6.137005e-03
1.3125,4.283614e-02,6.218634e-02,6.681693e-03
1.5,4.601283e-02,6.933844e-02,6.917644e-03
1.6875,4.993789e-02,7.481466e-02,7.409933e-03
1.875,5.404435e-02,8.154497e-02,7.983797e-03
2.0625,6.059398e-02,8.943259e-02,8.575319e-03
2.25,6.895768e-02,1.001213e-01,8.959009e-03
2.4375,7.322047e-02,1.092492e-01,9.206784e-03
2.625,8.050682e-02,1.183965e-01,9.324321e-03
2.8125,8.848769e-02,1.292005e-01,9.465101e-03
3.0,9.599534e-02,1.409427e-01,9.963873e-03
3.1875,1.062459e-01,1.543515e-01,1.065033e-02
3.375,1.120553e-01,1.674375e-01,1.143466e-02
3.5625,1.210922e-01,1.796890e-01,1.227731e-02
3.75,1.317461e-01,1.922405e-01,1.321282e-02
3.9375,1.426613e-01,2.053235e-01,1.425408e-02
4.125,1.556621e-01,2.175218e-01,1.550411e-02
4.3125,1.679494e-01,2.292069e-01,1.692513e-02
4.5,1.804394e-01,2.397506e-01,1.855093e-02
4.6875,1.933433e-01,2.483418e-01,2.036852e-02
4.875,2.018879e-01,2.576449e-01,2.229907e-02
5.0625,2.122272e-01,2.663196e-01,2.394963e-02
5.25,2.232068e-01,2.752769e-01,2.553230e-02
5.4375,2.310533e-01,2.831236e-01,2.703298e-02
5.625,2.406808e-01,2.908569e-01,2.843023e-02
5.8125,2.523452e-01,2.988810e-01,2.979576e-02
6.0,2.645929e-01,3.082043e-01,3.118527e-02
6.1875,2.780343e-01,3.196218e-01,3.236216e-02
6.375,2.909963e-01,3.286448e-01,3.372521e-02
6.5625,3.032698e-01,3.376290e-01,3.518040e-02
6.75,3.170756e-01,3.441582e-01,3.710676e-02
6.9375,3.291431e-01,3.505194e-01,3.894271e-02
7.125,3.408395e-01,3.539553e-01,4.111995e-02
7.3125,3.502233e-01,3.562452e-01,4.310766e-02
7.5,3.609335e-01,3.492739e-01,4.537052e-02
7.6875,3.722007e-01,3.418023e-01,4.754076e-02
7.875,3.810845e-01,3.379077e-01,5.006377e-02
8.0625,3.892642e-01,3.293017e-01,5.259484e-02
8.25,3.959361e-01,3.208074e-01,5.544860e-02
8.4375,3.956130e-01,3.092301e-01,5.818508e-02
8.625,4.019079e-01,3.024078e-01,6.088470e-02
8.8125,4.089175e-01,2.965872e-01,6.311759e-02
9.0,4.162706e-01,2.922993e-01,6.514742e-02
9.1875,4.188647e-01,2.921460e-01,6.682184e-02
9.375,4.236599e-01,2.908674e-01,6.868660e-02
