D-trans-longitudinal [um^2/sec],D-trans-transversal [um^2/sec],D-rot-longitudinal [rad^2/sec],D-rot-transversal [rad^2/sec],D-TransRot-longitudinal [um x rad/sec],Efficiency [%]
0.06678754350874098,5.136723e-02,8.667687e-01,1.103664e-02,7.598919e-03,2.533842e-02
0.05757242336716116,7.700388e-02,1.332883e+00,9.990289e-03,2.222919e-02,1.319495e-01
0.10994825066840871,5.944845e-02,1.052959e+00,8.856970e-03,1.766625e-02,9.514508e-02
0.19200079786257168,6.556218e-02,9.595391e-01,1.547483e-02,5.237022e-03,2.980195e-03
0.1320407683295836,6.890255e-02,1.198288e+00,1.939434e-02,2.379853e-02,1.117557e-01
0.07060118221574596,5.215366e-02,7.458546e-01,1.865797e-02,2.841033e-02,2.714371e-01
0.0708353360586537,5.005361e-02,1.626167e+00,2.863572e-02,5.657976e-03,8.476574e-03
0.18366283794858237,6.934317e-02,8.530384e-01,1.628520e-02,1.885432e-02,5.582608e-02
