lag time [sec], MSD-longitudinal [um^2],MSD-transversal [um^2],MSAD-transversal [rad^2]
0.1875,1.956100e-02,8.274761e-03,0.000000e+00
0.375,3.360640e-02,1.589444e-02,1.650598e-03
0.5625,5.111213e-02,2.391962e-02,3.057016e-03
0.75,7.003094e-02,3.304501e-02,4.346349e-03
0.9375,8.558001e-02,4.183659e-02,5.403139e-03
1.125,1.013767e-01,5.107624e-02,6.694036e-03
1.3125,1.148656e-01,6.058833e-02,8.174318e-03
1.5,1.264642e-01,7.111319e-02,9.609146e-03
1.6875,1.396994e-01,8.182962e-02,1.100239e-02
1.875,1.528755e-01,9.206109e-02,1.233931e-02
2.0625,1.620589e-01,1.035107e-01,1.363647e-02
2.25,1.740832e-01,1.139504e-01,1.490479e-02
2.4375,1.894096e-01,1.240665e-01,1.624362e-02
2.625,2.049328e-01,1.340926e-01,1.756295e-02
2.8125,2.197089e-01,1.440557e-01,1.906064e-02
3.0,2.334139e-01,1.551198e-01,2.043961e-02
3.1875,2.478685e-01,1.648817e-01,2.198910e-02
3.375,2.626705e-01,1.744929e-01,2.350085e-02
3.5625,2.769587e-01,1.850771e-01,2.491877e-02
3.75,2.932487e-01,1.966118e-01,2.638856e-02
3.9375,3.092604e-01,2.089322e-01,2.787509e-02
4.125,3.268567e-01,2.218224e-01,2.934264e-02
4.3125,3.451442e-01,2.355691e-01,3.095834e-02
4.5,3.625836e-01,2.487611e-01,3.246870e-02
4.6875,3.836065e-01,2.619329e-01,3.390610e-02
4.875,4.027971e-01,2.753589e-01,3.528401e-02
5.0625,4.214155e-01,2.886951e-01,3.662028e-02
5.25,4.386096e-01,3.006294e-01,3.803894e-02
5.4375,4.485403e-01,3.120508e-01,3.946688e-02
5.625,4.600096e-01,3.247748e-01,4.084722e-02
5.8125,4.740614e-01,3.362218e-01,4.218521e-02
6.0,4.843649e-01,3.477412e-01,4.360289e-02
6.1875,4.992953e-01,3.588401e-01,4.488772e-02
6.375,5.139268e-01,3.696224e-01,4.615908e-02
6.5625,5.273982e-01,3.798064e-01,4.710466e-02
6.75,5.411099e-01,3.893109e-01,4.785848e-02
6.9375,5.560296e-01,3.982983e-01,4.856729e-02
7.125,5.721575e-01,4.073650e-01,4.958145e-02
7.3125,5.905722e-01,4.167730e-01,5.062731e-02
7.5,6.148303e-01,4.257465e-01,5.150197e-02
7.6875,6.372762e-01,4.344512e-01,5.231273e-02
7.875,6.588250e-01,4.452359e-01,5.295703e-02
8.0625,6.837321e-01,4.550963e-01,5.381959e-02
8.25,7.120438e-01,4.648577e-01,5.457594e-02
8.4375,7.382629e-01,4.760163e-01,5.503493e-02
8.625,7.611720e-01,4.871640e-01,5.571809e-02
8.8125,7.833809e-01,4.979528e-01,5.654530e-02
9.0,8.064919e-01,5.078657e-01,5.693636e-02
9.1875,8.317482e-01,5.179060e-01,5.755945e-02
9.375,8.532535e-01,5.273283e-01,5.827370e-02
